ntree,maxnodes,nodesize,mtry,accTa,accTe
160,200,9,3,0.7977,0.77901
170,200,9,3,0.79629,0.77881
180,200,9,3,0.79673,0.77881
190,200,9,3,0.79717,0.78066
200,200,9,3,0.79611,0.78005
210,200,9,3,0.79497,0.77881
220,200,9,3,0.79594,0.77881
230,200,9,3,0.79735,0.77943
240,200,9,3,0.79779,0.78005
250,200,9,3,0.79779,0.77963
260,200,9,3,0.79682,0.77922
270,200,9,3,0.79709,0.77901
280,200,9,3,0.79629,0.77901
290,200,9,3,0.79558,0.77881
300,200,9,3,0.79585,0.7786
10,300,9,3,0.83002,0.792
20,300,9,3,0.83558,0.80623
30,300,9,3,0.83205,0.8019
40,300,9,3,0.83453,0.80458
50,300,9,3,0.83497,0.80293
60,300,9,3,0.83285,0.80251
70,300,9,3,0.8317,0.80334
80,300,9,3,0.83329,0.80396
90,300,9,3,0.83594,0.80746
100,300,9,3,0.83567,0.80808
110,300,9,3,0.83514,0.80746
120,300,9,3,0.83373,0.8054
130,300,9,3,0.83364,0.80313
140,300,9,3,0.83453,0.80602
150,300,9,3,0.83497,0.80664
160,300,9,3,0.83514,0.80561
170,300,9,3,0.83603,0.80726
180,300,9,3,0.83576,0.80829
190,300,9,3,0.83682,0.80891
200,300,9,3,0.83673,0.80808
210,300,9,3,0.83558,0.80623
220,300,9,3,0.83514,0.80643
230,300,9,3,0.83506,0.80602
240,300,9,3,0.83532,0.80581
250,300,9,3,0.83576,0.80602
260,300,9,3,0.83567,0.80561
270,300,9,3,0.83647,0.80623
280,300,9,3,0.83673,0.80623
290,300,9,3,0.83647,0.80684
300,300,9,3,0.83603,0.80684
10,400,9,3,0.85554,0.81921
20,400,9,3,0.86296,0.8289
30,400,9,3,0.86428,0.8287
40,400,9,3,0.8619,0.82808
50,400,9,3,0.86428,0.82787
60,400,9,3,0.86534,0.83117
70,400,9,3,0.86499,0.83158
80,400,9,3,0.86375,0.83096
90,400,9,3,0.86517,0.83034
100,400,9,3,0.86375,0.83014
110,400,9,3,0.86428,0.83055
120,400,9,3,0.86446,0.83117
130,400,9,3,0.86384,0.83055
140,400,9,3,0.86411,0.83179
150,400,9,3,0.86455,0.83158
160,400,9,3,0.86428,0.83055
170,400,9,3,0.86419,0.83076
180,400,9,3,0.86499,0.83137
190,400,9,3,0.86472,0.82993
200,400,9,3,0.86481,0.83076
210,400,9,3,0.8657,0.83282
220,400,9,3,0.86481,0.83158
230,400,9,3,0.8657,0.83179
240,400,9,3,0.86517,0.83179
250,400,9,3,0.86481,0.83241
260,400,9,3,0.86605,0.83179
270,400,9,3,0.86623,0.8322
280,400,9,3,0.86649,0.83241
290,400,9,3,0.86596,0.83096
300,400,9,3,0.86605,0.83158
10,500,9,3,0.88327,0.83797
20,500,9,3,0.89068,0.84787
30,500,9,3,0.89245,0.85137
40,500,9,3,0.89174,0.85199
50,500,9,3,0.89404,0.8557
60,500,9,3,0.89298,0.85405
70,500,9,3,0.89263,0.85281
80,500,9,3,0.8936,0.85426
90,500,9,3,0.89501,0.85508
100,500,9,3,0.89422,0.85446
110,500,9,3,0.89528,0.85426
120,500,9,3,0.89598,0.85632
130,500,9,3,0.89492,0.85323
140,500,9,3,0.8951,0.85446
150,500,9,3,0.89457,0.85549
160,500,9,3,0.89307,0.85323
170,500,9,3,0.89466,0.8557
180,500,9,3,0.89519,0.85652
190,500,9,3,0.89501,0.85591
200,500,9,3,0.89483,0.85714
210,500,9,3,0.89501,0.85652
220,500,9,3,0.89492,0.85652
230,500,9,3,0.8943,0.85652
240,500,9,3,0.89439,0.8557
250,500,9,3,0.89377,0.85549
260,500,9,3,0.89351,0.85508
270,500,9,3,0.89395,0.85529
280,500,9,3,0.89413,0.85529
290,500,9,3,0.89404,0.8557
300,500,9,3,0.8943,0.85673
10,600,9,3,0.90923,0.84745
20,600,9,3,0.91506,0.85859
30,600,9,3,0.91709,0.86271
40,600,9,3,0.91903,0.86621
50,600,9,3,0.92035,0.86869
60,600,9,3,0.91912,0.86827
70,600,9,3,0.91885,0.87116
80,600,9,3,0.91832,0.87013
90,600,9,3,0.91841,0.87013
100,600,9,3,0.91956,0.87034
110,600,9,3,0.91938,0.87013
120,600,9,3,0.91912,0.87013
130,600,9,3,0.91947,0.87137
140,600,9,3,0.91876,0.87054
150,600,9,3,0.91868,0.87199
160,600,9,3,0.91815,0.87157
170,600,9,3,0.91797,0.86992
180,600,9,3,0.91797,0.87034
190,600,9,3,0.91762,0.86951
200,600,9,3,0.91753,0.87054
210,600,9,3,0.91709,0.87013
220,600,9,3,0.917,0.87013
230,600,9,3,0.91673,0.87013
240,600,9,3,0.91647,0.87054
250,600,9,3,0.91753,0.87054
260,600,9,3,0.91797,0.87075
270,600,9,3,0.91823,0.87219
280,600,9,3,0.91779,0.87116
290,600,9,3,0.91788,0.87178
300,600,9,3,0.91788,0.87178
10,700,9,3,0.92442,0.85756
20,700,9,3,0.93404,0.87384
30,700,9,3,0.93722,0.87487
40,700,9,3,0.93792,0.87961
50,700,9,3,0.93837,0.87961
60,700,9,3,0.93845,0.88126
70,700,9,3,0.9389,0.88147
80,700,9,3,0.93934,0.8827
90,700,9,3,0.93996,0.88312
100,700,9,3,0.93978,0.8825
110,700,9,3,0.93916,0.8825
120,700,9,3,0.93907,0.88435
130,700,9,3,0.9389,0.88374
140,700,9,3,0.9396,0.88435
150,700,9,3,0.93916,0.88538
160,700,9,3,0.93978,0.88518
170,700,9,3,0.9396,0.88642
180,700,9,3,0.93951,0.88559
190,700,9,3,0.93996,0.88559
200,700,9,3,0.94031,0.88621
210,700,9,3,0.94066,0.88703
220,700,9,3,0.9404,0.88621
230,700,9,3,0.9404,0.88621
240,700,9,3,0.94084,0.88642
250,700,9,3,0.94075,0.88538
260,700,9,3,0.94066,0.886
270,700,9,3,0.94022,0.886
280,700,9,3,0.94049,0.88621
290,700,9,3,0.94049,0.88683
300,700,9,3,0.94049,0.886
10,800,9,3,0.94755,0.87611
20,800,9,3,0.95391,0.88848
30,800,9,3,0.95673,0.89322
40,800,9,3,0.95859,0.89693
50,800,9,3,0.95841,0.89549
60,800,9,3,0.9585,0.89528
70,800,9,3,0.95832,0.89755
80,800,9,3,0.95823,0.89713
90,800,9,3,0.95876,0.89569
100,800,9,3,0.95912,0.89713
110,800,9,3,0.95921,0.89775
120,800,9,3,0.95965,0.89817
130,800,9,3,0.95965,0.89899
140,800,9,3,0.95956,0.89817
150,800,9,3,0.95903,0.89796
160,800,9,3,0.95965,0.8992
170,800,9,3,0.95965,0.89796
180,800,9,3,0.95956,0.89858
190,800,9,3,0.95921,0.89878
200,800,9,3,0.95938,0.89837
210,800,9,3,0.95965,0.89899
220,800,9,3,0.96035,0.8994
230,800,9,3,0.95982,0.8992
240,800,9,3,0.96018,0.8994
250,800,9,3,0.95982,0.89858
260,800,9,3,0.95929,0.89837
270,800,9,3,0.95974,0.89878
280,800,9,3,0.95956,0.89837
290,800,9,3,0.96018,0.89858
300,800,9,3,0.95974,0.89899
10,900,9,3,0.95638,0.87941
20,900,9,3,0.96539,0.89157
30,900,9,3,0.96706,0.89322
40,900,9,3,0.96671,0.89549
50,900,9,3,0.96742,0.89693
60,900,9,3,0.96733,0.89755
70,900,9,3,0.96839,0.89775
80,900,9,3,0.96839,0.90064
90,900,9,3,0.96857,0.90208
100,900,9,3,0.96848,0.90126
110,900,9,3,0.96865,0.90105
120,900,9,3,0.96821,0.90229
130,900,9,3,0.96874,0.90394
140,900,9,3,0.96865,0.90476
150,900,9,3,0.96936,0.90517
160,900,9,3,0.96954,0.90517
170,900,9,3,0.96936,0.90517
180,900,9,3,0.96909,0.90476
190,900,9,3,0.96892,0.90456
200,900,9,3,0.96883,0.90517
210,900,9,3,0.96874,0.90538
220,900,9,3,0.96874,0.90435
230,900,9,3,0.96892,0.90476
240,900,9,3,0.96918,0.90394
250,900,9,3,0.96874,0.90353
260,900,9,3,0.96927,0.90394
270,900,9,3,0.96874,0.90188
280,900,9,3,0.96892,0.90249
290,900,9,3,0.96839,0.90188
300,900,9,3,0.96927,0.90229
10,1000,9,3,0.9555,0.88023
20,1000,9,3,0.96274,0.88848
30,1000,9,3,0.96592,0.89384
40,1000,9,3,0.96468,0.89549
50,1000,9,3,0.9668,0.90002
60,1000,9,3,0.96636,0.89878
70,1000,9,3,0.96671,0.89981
80,1000,9,3,0.96733,0.89817
90,1000,9,3,0.96689,0.89817
100,1000,9,3,0.96733,0.90002
110,1000,9,3,0.96742,0.89961
120,1000,9,3,0.96706,0.90249
130,1000,9,3,0.96724,0.90064
140,1000,9,3,0.96724,0.89961
150,1000,9,3,0.96733,0.90105
160,1000,9,3,0.96768,0.90126
170,1000,9,3,0.96804,0.90002
180,1000,9,3,0.96768,0.90043
190,1000,9,3,0.96795,0.90126
200,1000,9,3,0.96848,0.90208
210,1000,9,3,0.96812,0.90373
220,1000,9,3,0.96804,0.90249
230,1000,9,3,0.96883,0.90249
240,1000,9,3,0.96883,0.90311
250,1000,9,3,0.96901,0.90311
260,1000,9,3,0.96909,0.90291
270,1000,9,3,0.96936,0.90394
280,1000,9,3,0.96874,0.90373
290,1000,9,3,0.96927,0.90311
300,1000,9,3,0.96892,0.90394
10,1100,9,3,0.9555,0.88023
20,1100,9,3,0.96274,0.88848
30,1100,9,3,0.96592,0.89384
40,1100,9,3,0.96468,0.89549
50,1100,9,3,0.9668,0.90002
60,1100,9,3,0.96636,0.89878
70,1100,9,3,0.96671,0.89981
80,1100,9,3,0.96733,0.89817
90,1100,9,3,0.96689,0.89817
100,1100,9,3,0.96733,0.90002
110,1100,9,3,0.96742,0.89961
120,1100,9,3,0.96706,0.90249
130,1100,9,3,0.96724,0.90064
140,1100,9,3,0.96724,0.89961
150,1100,9,3,0.96733,0.90105
160,1100,9,3,0.96768,0.90126
170,1100,9,3,0.96804,0.90002
180,1100,9,3,0.96768,0.90043
190,1100,9,3,0.96795,0.90126
200,1100,9,3,0.96848,0.90208
210,1100,9,3,0.96812,0.90373
220,1100,9,3,0.96804,0.90249
230,1100,9,3,0.96883,0.90249
240,1100,9,3,0.96883,0.90311
250,1100,9,3,0.96901,0.90311
260,1100,9,3,0.96909,0.90291
270,1100,9,3,0.96936,0.90394
280,1100,9,3,0.96874,0.90373
290,1100,9,3,0.96927,0.90311
300,1100,9,3,0.96892,0.90394
10,1200,9,3,0.9555,0.88023
20,1200,9,3,0.96274,0.88848
30,1200,9,3,0.96592,0.89384
40,1200,9,3,0.96468,0.89549
50,1200,9,3,0.9668,0.90002
60,1200,9,3,0.96636,0.89878
70,1200,9,3,0.96671,0.89981
80,1200,9,3,0.96733,0.89817
90,1200,9,3,0.96689,0.89817
100,1200,9,3,0.96733,0.90002
110,1200,9,3,0.96742,0.89961
120,1200,9,3,0.96706,0.90249
130,1200,9,3,0.96724,0.90064
140,1200,9,3,0.96724,0.89961
150,1200,9,3,0.96733,0.90105
160,1200,9,3,0.96768,0.90126
170,1200,9,3,0.96804,0.90002
180,1200,9,3,0.96768,0.90043
190,1200,9,3,0.96795,0.90126
200,1200,9,3,0.96848,0.90208
210,1200,9,3,0.96812,0.90373
220,1200,9,3,0.96804,0.90249
230,1200,9,3,0.96883,0.90249
240,1200,9,3,0.96883,0.90311
250,1200,9,3,0.96901,0.90311
260,1200,9,3,0.96909,0.90291
270,1200,9,3,0.96936,0.90394
280,1200,9,3,0.96874,0.90373
290,1200,9,3,0.96927,0.90311
300,1200,9,3,0.96892,0.90394
10,1300,9,3,0.9555,0.88023
20,1300,9,3,0.96274,0.88848
30,1300,9,3,0.96592,0.89384
40,1300,9,3,0.96468,0.89549
50,1300,9,3,0.9668,0.90002
60,1300,9,3,0.96636,0.89878
70,1300,9,3,0.96671,0.89981
80,1300,9,3,0.96733,0.89817
90,1300,9,3,0.96689,0.89817
100,1300,9,3,0.96733,0.90002
110,1300,9,3,0.96742,0.89961
120,1300,9,3,0.96706,0.90249
130,1300,9,3,0.96724,0.90064
140,1300,9,3,0.96724,0.89961
150,1300,9,3,0.96733,0.90105
160,1300,9,3,0.96768,0.90126
170,1300,9,3,0.96804,0.90002
180,1300,9,3,0.96768,0.90043
190,1300,9,3,0.96795,0.90126
200,1300,9,3,0.96848,0.90208
210,1300,9,3,0.96812,0.90373
220,1300,9,3,0.96804,0.90249
230,1300,9,3,0.96883,0.90249
240,1300,9,3,0.96883,0.90311
250,1300,9,3,0.96901,0.90311
260,1300,9,3,0.96909,0.90291
270,1300,9,3,0.96936,0.90394
280,1300,9,3,0.96874,0.90373
290,1300,9,3,0.96927,0.90311
300,1300,9,3,0.96892,0.90394
10,1400,9,3,0.9555,0.88023
20,1400,9,3,0.96274,0.88848
30,1400,9,3,0.96592,0.89384
40,1400,9,3,0.96468,0.89549
50,1400,9,3,0.9668,0.90002
60,1400,9,3,0.96636,0.89878
70,1400,9,3,0.96671,0.89981
80,1400,9,3,0.96733,0.89817
90,1400,9,3,0.96689,0.89817
100,1400,9,3,0.96733,0.90002
110,1400,9,3,0.96742,0.89961
120,1400,9,3,0.96706,0.90249
130,1400,9,3,0.96724,0.90064
140,1400,9,3,0.96724,0.89961
150,1400,9,3,0.96733,0.90105
160,1400,9,3,0.96768,0.90126
170,1400,9,3,0.96804,0.90002
180,1400,9,3,0.96768,0.90043
190,1400,9,3,0.96795,0.90126
200,1400,9,3,0.96848,0.90208
210,1400,9,3,0.96812,0.90373
220,1400,9,3,0.96804,0.90249
230,1400,9,3,0.96883,0.90249
240,1400,9,3,0.96883,0.90311
250,1400,9,3,0.96901,0.90311
260,1400,9,3,0.96909,0.90291
270,1400,9,3,0.96936,0.90394
280,1400,9,3,0.96874,0.90373
290,1400,9,3,0.96927,0.90311
300,1400,9,3,0.96892,0.90394
10,1500,9,3,0.9555,0.88023
20,1500,9,3,0.96274,0.88848
30,1500,9,3,0.96592,0.89384
40,1500,9,3,0.96468,0.89549
50,1500,9,3,0.9668,0.90002
60,1500,9,3,0.96636,0.89878
70,1500,9,3,0.96671,0.89981
80,1500,9,3,0.96733,0.89817
90,1500,9,3,0.96689,0.89817
100,1500,9,3,0.96733,0.90002
110,1500,9,3,0.96742,0.89961
120,1500,9,3,0.96706,0.90249
130,1500,9,3,0.96724,0.90064
140,1500,9,3,0.96724,0.89961
150,1500,9,3,0.96733,0.90105
160,1500,9,3,0.96768,0.90126
170,1500,9,3,0.96804,0.90002
180,1500,9,3,0.96768,0.90043
190,1500,9,3,0.96795,0.90126
200,1500,9,3,0.96848,0.90208
210,1500,9,3,0.96812,0.90373
220,1500,9,3,0.96804,0.90249
230,1500,9,3,0.96883,0.90249
240,1500,9,3,0.96883,0.90311
250,1500,9,3,0.96901,0.90311
260,1500,9,3,0.96909,0.90291
270,1500,9,3,0.96936,0.90394
280,1500,9,3,0.96874,0.90373
290,1500,9,3,0.96927,0.90311
300,1500,9,3,0.96892,0.90394
10,100,10,3,0.72327,0.71944
20,100,10,3,0.7389,0.73387
30,100,10,3,0.74216,0.73366
40,100,10,3,0.73916,0.73243
50,100,10,3,0.74675,0.73717
60,100,10,3,0.7464,0.7384
70,100,10,3,0.74631,0.7349
80,100,10,3,0.74587,0.73676
90,100,10,3,0.74322,0.73511
100,100,10,3,0.74172,0.73366
110,100,10,3,0.74278,0.73346
120,100,10,3,0.74305,0.73449
130,100,10,3,0.74358,0.73593
140,100,10,3,0.74278,0.73449
150,100,10,3,0.74393,0.73531
160,100,10,3,0.74428,0.73572
170,100,10,3,0.74252,0.73449
180,100,10,3,0.74375,0.73449
190,100,10,3,0.74305,0.73428
200,100,10,3,0.74216,0.73408
210,100,10,3,0.74269,0.73614
220,100,10,3,0.74269,0.73655
230,100,10,3,0.74278,0.73696
240,100,10,3,0.74287,0.73676
250,100,10,3,0.74428,0.73737
260,100,10,3,0.74419,0.73717
270,100,10,3,0.74375,0.73614
280,100,10,3,0.74278,0.73655
290,100,10,3,0.74225,0.73552
300,100,10,3,0.74234,0.73572
10,200,10,3,0.77828,0.75572
20,200,10,3,0.78543,0.76912
30,200,10,3,0.78614,0.76912
40,200,10,3,0.794,0.77778
50,200,10,3,0.79753,0.78169
60,200,10,3,0.79832,0.77963
70,200,10,3,0.80106,0.78128
80,200,10,3,0.80088,0.78087
90,200,10,3,0.79947,0.77901
100,200,10,3,0.80035,0.78087
110,200,10,3,0.80009,0.78025
120,200,10,3,0.80062,0.78087
130,200,10,3,0.79974,0.78005
140,200,10,3,0.80071,0.78025
150,200,10,3,0.80177,0.78066
160,200,10,3,0.80168,0.7819
170,200,10,3,0.80168,0.7819
180,200,10,3,0.79982,0.78108
190,200,10,3,0.79947,0.78087
200,200,10,3,0.8,0.78087
210,200,10,3,0.80088,0.78108
220,200,10,3,0.80018,0.78066
230,200,10,3,0.80053,0.78046
240,200,10,3,0.8,0.78108
250,200,10,3,0.79982,0.78066
260,200,10,3,0.79912,0.77963
270,200,10,3,0.79903,0.78046
280,200,10,3,0.79929,0.7786
290,200,10,3,0.80009,0.77901
300,200,10,3,0.80035,0.78046
10,300,10,3,0.8279,0.79695
20,300,10,3,0.8317,0.79798
30,300,10,3,0.83391,0.80355
40,300,10,3,0.83841,0.80684
50,300,10,3,0.83876,0.80973
60,300,10,3,0.83912,0.80849
70,300,10,3,0.83859,0.80932
80,300,10,3,0.83682,0.80643
90,300,10,3,0.8362,0.80746
100,300,10,3,0.83709,0.80664
110,300,10,3,0.83991,0.80891
120,300,10,3,0.83974,0.80911
130,300,10,3,0.83885,0.80891
140,300,10,3,0.83956,0.8087
150,300,10,3,0.83885,0.80911
160,300,10,3,0.8385,0.80952
170,300,10,3,0.83859,0.81014
180,300,10,3,0.83929,0.80973
190,300,10,3,0.83815,0.80787
200,300,10,3,0.83815,0.8087
210,300,10,3,0.83823,0.80952
220,300,10,3,0.83797,0.80973
230,300,10,3,0.83912,0.81055
240,300,10,3,0.83903,0.80973
250,300,10,3,0.83797,0.80891
260,300,10,3,0.83779,0.81097
270,300,10,3,0.83753,0.81179
280,300,10,3,0.83762,0.81014
290,300,10,3,0.83823,0.81055
300,300,10,3,0.83859,0.812
10,400,10,3,0.85316,0.81427
20,400,10,3,0.8619,0.82663
30,400,10,3,0.86887,0.83117
40,400,10,3,0.86843,0.83137
50,400,10,3,0.87011,0.83591
60,400,10,3,0.86808,0.83323
70,400,10,3,0.87029,0.83426
80,400,10,3,0.86887,0.83426
90,400,10,3,0.86861,0.83302
100,400,10,3,0.8694,0.83323
110,400,10,3,0.8694,0.83447
120,400,10,3,0.86781,0.83426
130,400,10,3,0.86737,0.83447
140,400,10,3,0.86675,0.83447
150,400,10,3,0.86879,0.83344
160,400,10,3,0.86817,0.83385
170,400,10,3,0.86923,0.83323
180,400,10,3,0.86914,0.8357
190,400,10,3,0.86923,0.83467
200,400,10,3,0.86843,0.83447
210,400,10,3,0.86879,0.83653
220,400,10,3,0.86773,0.83529
230,400,10,3,0.86781,0.8355
240,400,10,3,0.86826,0.83591
250,400,10,3,0.86843,0.83735
260,400,10,3,0.86861,0.83715
270,400,10,3,0.86896,0.83653
280,400,10,3,0.86861,0.83612
290,400,10,3,0.86764,0.83509
300,400,10,3,0.86905,0.8355
10,500,10,3,0.89007,0.83715
20,500,10,3,0.8928,0.84663
30,500,10,3,0.89245,0.84787
40,500,10,3,0.89413,0.8524
50,500,10,3,0.89483,0.85591
60,500,10,3,0.89439,0.85652
70,500,10,3,0.89581,0.85694
80,500,10,3,0.89589,0.85776
90,500,10,3,0.89448,0.85549
100,500,10,3,0.89519,0.85611
110,500,10,3,0.89536,0.85529
120,500,10,3,0.89572,0.85694
130,500,10,3,0.89572,0.85673
140,500,10,3,0.89634,0.85549
150,500,10,3,0.89713,0.85632
160,500,10,3,0.89722,0.85756
170,500,10,3,0.89863,0.85859
180,500,10,3,0.89881,0.86024
190,500,10,3,0.89872,0.85879
200,500,10,3,0.89845,0.85962
210,500,10,3,0.89784,0.85838
220,500,10,3,0.89775,0.85982
230,500,10,3,0.89766,0.85694
240,500,10,3,0.89704,0.85817
250,500,10,3,0.89704,0.85776
260,500,10,3,0.89678,0.85797
270,500,10,3,0.89695,0.85776
280,500,10,3,0.89669,0.85756
290,500,10,3,0.89766,0.85776
300,500,10,3,0.89713,0.85714
10,600,10,3,0.91046,0.85055
20,600,10,3,0.92,0.86807
30,600,10,3,0.92053,0.86827
40,600,10,3,0.9223,0.87013
50,600,10,3,0.92265,0.87157
60,600,10,3,0.92203,0.86992
70,600,10,3,0.92274,0.87095
80,600,10,3,0.92238,0.87199
90,600,10,3,0.92318,0.8724
100,600,10,3,0.9238,0.87343
110,600,10,3,0.92406,0.87322
120,600,10,3,0.92389,0.87343
130,600,10,3,0.92318,0.8724
140,600,10,3,0.92327,0.8726
150,600,10,3,0.92291,0.87302
160,600,10,3,0.92327,0.87322
170,600,10,3,0.92309,0.87322
180,600,10,3,0.92274,0.87281
190,600,10,3,0.92256,0.87322
200,600,10,3,0.92256,0.87363
210,600,10,3,0.92141,0.87281
220,600,10,3,0.92185,0.87281
230,600,10,3,0.92168,0.87219
240,600,10,3,0.92194,0.8726
250,600,10,3,0.92221,0.8726
260,600,10,3,0.92185,0.8724
270,600,10,3,0.92159,0.87219
280,600,10,3,0.92212,0.87219
290,600,10,3,0.92221,0.87199
300,600,10,3,0.92185,0.87302
10,700,10,3,0.93174,0.86539
20,700,10,3,0.94163,0.87838
30,700,10,3,0.94243,0.8827
40,700,10,3,0.94464,0.88415
50,700,10,3,0.94313,0.88394
60,700,10,3,0.94252,0.88642
70,700,10,3,0.9434,0.88827
80,700,10,3,0.94472,0.8858
90,700,10,3,0.94455,0.88559
100,700,10,3,0.94455,0.88621
110,700,10,3,0.94446,0.88642
120,700,10,3,0.94464,0.88724
130,700,10,3,0.94428,0.88703
140,700,10,3,0.94499,0.88765
150,700,10,3,0.94455,0.88745
160,700,10,3,0.94419,0.88662
170,700,10,3,0.94419,0.88745
180,700,10,3,0.94446,0.88683
190,700,10,3,0.94428,0.88889
200,700,10,3,0.94446,0.8893
210,700,10,3,0.94455,0.88868
220,700,10,3,0.94437,0.88951
230,700,10,3,0.94499,0.88786
240,700,10,3,0.94499,0.88827
250,700,10,3,0.94455,0.88806
260,700,10,3,0.94446,0.88848
270,700,10,3,0.94472,0.88745
280,700,10,3,0.94481,0.8891
290,700,10,3,0.94481,0.8893
300,700,10,3,0.94578,0.88889
10,800,10,3,0.94914,0.87343
20,800,10,3,0.95514,0.8858
30,800,10,3,0.95823,0.88971
40,800,10,3,0.95885,0.89239
50,800,10,3,0.95982,0.89322
60,800,10,3,0.95974,0.89528
70,800,10,3,0.96018,0.89837
80,800,10,3,0.96053,0.89817
90,800,10,3,0.96115,0.89858
100,800,10,3,0.96168,0.90064
110,800,10,3,0.96115,0.90064
120,800,10,3,0.96141,0.90085
130,800,10,3,0.96168,0.90208
140,800,10,3,0.96141,0.90249
150,800,10,3,0.96159,0.90249
160,800,10,3,0.96124,0.90085
170,800,10,3,0.96132,0.90229
180,800,10,3,0.96141,0.9027
190,800,10,3,0.96177,0.9027
200,800,10,3,0.96168,0.90373
210,800,10,3,0.9615,0.90394
220,800,10,3,0.96159,0.90353
230,800,10,3,0.96141,0.9027
240,800,10,3,0.96097,0.90311
250,800,10,3,0.96124,0.90291
260,800,10,3,0.96132,0.9027
270,800,10,3,0.96124,0.90229
280,800,10,3,0.96141,0.9027
290,800,10,3,0.96132,0.90311
300,800,10,3,0.96115,0.90188
10,900,10,3,0.95408,0.87075
20,900,10,3,0.96053,0.87982
30,900,10,3,0.96124,0.88827
40,900,10,3,0.96371,0.89507
50,900,10,3,0.96503,0.89837
60,900,10,3,0.966,0.89775
70,900,10,3,0.96618,0.89775
80,900,10,3,0.96627,0.89652
90,900,10,3,0.96662,0.89837
100,900,10,3,0.96653,0.8994
110,900,10,3,0.96636,0.90064
120,900,10,3,0.96662,0.90167
130,900,10,3,0.96636,0.90105
140,900,10,3,0.96609,0.90085
150,900,10,3,0.96671,0.90188
160,900,10,3,0.96662,0.90167
170,900,10,3,0.96671,0.90126
180,900,10,3,0.96618,0.89961
190,900,10,3,0.966,0.90064
200,900,10,3,0.96689,0.90229
210,900,10,3,0.96627,0.90167
220,900,10,3,0.96653,0.90126
230,900,10,3,0.96618,0.90023
240,900,10,3,0.96574,0.90126
250,900,10,3,0.96547,0.90023
260,900,10,3,0.96556,0.90105
270,900,10,3,0.966,0.90167
280,900,10,3,0.96565,0.90167
290,900,10,3,0.96539,0.90105
300,900,10,3,0.96565,0.90126
10,1000,10,3,0.95408,0.87075
20,1000,10,3,0.96053,0.87982
30,1000,10,3,0.96124,0.88827
40,1000,10,3,0.96371,0.89507
50,1000,10,3,0.96503,0.89837
60,1000,10,3,0.966,0.89775
70,1000,10,3,0.96618,0.89775
80,1000,10,3,0.96627,0.89652
90,1000,10,3,0.96662,0.89837
100,1000,10,3,0.96653,0.8994
110,1000,10,3,0.96636,0.90064
120,1000,10,3,0.96662,0.90167
130,1000,10,3,0.96636,0.90105
140,1000,10,3,0.96609,0.90085
150,1000,10,3,0.96671,0.90188
160,1000,10,3,0.96662,0.90167
170,1000,10,3,0.96671,0.90126
180,1000,10,3,0.96618,0.89961
190,1000,10,3,0.966,0.90064
200,1000,10,3,0.96689,0.90229
210,1000,10,3,0.96627,0.90167
220,1000,10,3,0.96653,0.90126
230,1000,10,3,0.96618,0.90023
240,1000,10,3,0.96574,0.90126
250,1000,10,3,0.96547,0.90023
260,1000,10,3,0.96556,0.90105
270,1000,10,3,0.966,0.90167
280,1000,10,3,0.96565,0.90167
290,1000,10,3,0.96539,0.90105
300,1000,10,3,0.96565,0.90126
10,1100,10,3,0.95408,0.87075
20,1100,10,3,0.96053,0.87982
30,1100,10,3,0.96124,0.88827
40,1100,10,3,0.96371,0.89507
50,1100,10,3,0.96503,0.89837
60,1100,10,3,0.966,0.89775
70,1100,10,3,0.96618,0.89775
80,1100,10,3,0.96627,0.89652
90,1100,10,3,0.96662,0.89837
100,1100,10,3,0.96653,0.8994
110,1100,10,3,0.96636,0.90064
120,1100,10,3,0.96662,0.90167
130,1100,10,3,0.96636,0.90105
140,1100,10,3,0.96609,0.90085
150,1100,10,3,0.96671,0.90188
160,1100,10,3,0.96662,0.90167
170,1100,10,3,0.96671,0.90126
180,1100,10,3,0.96618,0.89961
190,1100,10,3,0.966,0.90064
200,1100,10,3,0.96689,0.90229
210,1100,10,3,0.96627,0.90167
220,1100,10,3,0.96653,0.90126
230,1100,10,3,0.96618,0.90023
240,1100,10,3,0.96574,0.90126
250,1100,10,3,0.96547,0.90023
260,1100,10,3,0.96556,0.90105
270,1100,10,3,0.966,0.90167
280,1100,10,3,0.96565,0.90167
290,1100,10,3,0.96539,0.90105
300,1100,10,3,0.96565,0.90126
10,1200,10,3,0.95408,0.87075
20,1200,10,3,0.96053,0.87982
30,1200,10,3,0.96124,0.88827
40,1200,10,3,0.96371,0.89507
50,1200,10,3,0.96503,0.89837
60,1200,10,3,0.966,0.89775
70,1200,10,3,0.96618,0.89775
80,1200,10,3,0.96627,0.89652
90,1200,10,3,0.96662,0.89837
100,1200,10,3,0.96653,0.8994
110,1200,10,3,0.96636,0.90064
120,1200,10,3,0.96662,0.90167
130,1200,10,3,0.96636,0.90105
140,1200,10,3,0.96609,0.90085
150,1200,10,3,0.96671,0.90188
160,1200,10,3,0.96662,0.90167
170,1200,10,3,0.96671,0.90126
180,1200,10,3,0.96618,0.89961
190,1200,10,3,0.966,0.90064
200,1200,10,3,0.96689,0.90229
210,1200,10,3,0.96627,0.90167
220,1200,10,3,0.96653,0.90126
230,1200,10,3,0.96618,0.90023
240,1200,10,3,0.96574,0.90126
250,1200,10,3,0.96547,0.90023
260,1200,10,3,0.96556,0.90105
270,1200,10,3,0.966,0.90167
