"Beta_P7","Delta_FP2","Theta_FP2","d.g_P8","Theta_C4","Beta_P8","Beta_C4","Gamma_C3","d.g_FP2","Alpha_P7","Clas"
0.219339608207764,0.113476581036941,0.0786151146702577,1.15692811190503,0.0309029370519652,-0.0413994503530982,-0.0220463740252039,0.000637187282007226,1.2572173752287,0.250295371325151,"2"
0.0910721450615607,-0.0173213192472857,-0.0528034644981816,1.20925643270313,-0.0189466814411638,-0.00271631976778631,-0.0502593504881499,-0.019460472617816,1.25840571031327,0.125854990760141,"2"
0.0654828214106051,-0.0300786304783208,-0.0661286980762129,1.13831685717817,-0.0930187295573782,-0.000220464534090409,-0.0965745045015147,-0.00142502913792654,1.33420460301662,0.132417147934384,"2"
-0.00265930335293723,-0.253363207717069,-0.252679089184851,1.15214961266298,-0.203657271588313,0.00114531239551548,-0.0114364976111246,0.00722825420616473,1.07393633242962,0.105855335708252,"2"
-0.00803639598832316,0.195106841944508,0.205671854551629,1.15167902848718,-0.0597691591553362,-0.0379787441762056,-0.072754289396416,0.0215040813702554,1.31445050763995,-0.0472362318355877,"2"
0.0447872890860074,0.208133820955547,0.190588274261454,1.1236337201893,-0.0338726747977603,0.0111426841669221,0.0109806227815644,0.0282426156302832,1.30766906083524,-0.0112995586102945,"2"
-0.0375468340070681,0.0616115621357785,0.078297550878208,1.20671504177886,-0.0918630906205334,-0.0866699405675292,-0.0673411579104037,-0.0390443942255546,1.26721358522692,-0.0292416089301718,"2"
-0.0435360579720791,0.052175191567779,0.0319729464740234,1.1490364887055,-0.0454563330577876,-0.00658295380727202,-0.0674641973095337,-0.0615090693582049,1.34314197742391,-0.0430452274810755,"2"
-0.0451154241292822,0.107647946600787,0.137511642254915,1.16367144386408,-0.139705743031742,-0.0218878123658061,-0.0965476315916991,-0.0554211160978625,1.27782147136021,-0.0974054966857386,"2"
-0.0621227324312872,-0.215175056855961,-0.249004269647876,1.10381816321011,-0.0558569644231101,-0.0655336874272638,-0.0621711778254423,-0.0348824684801302,1.16962811719173,-0.0866278492466697,"2"
-0.0239823261991681,-0.269501699545974,-0.298278820130793,1.10248097449913,-0.0170516584986608,-0.00853427507452757,0.00286208257220031,-0.041013770893341,1.10002207049961,-0.0643461864617392,"2"
-0.0116718691406194,-0.23004818918543,-0.246660109348763,1.11842957723185,-0.0826230026412435,-0.0869390918915741,-0.0333179037732207,-0.0349755400729607,1.14881054591358,-0.0131698155914844,"2"
0.0362971224574099,0.199228418872889,0.220186119449294,1.12725760916067,-0.0557323214919981,-0.0672818071379801,-0.0162382448388389,0.0198519345054503,1.30137748018861,0.0427903644770909,"2"
0.0455666426916282,0.236537803978187,0.168441700153738,1.04585342080989,-0.0271861333356916,-0.0551734150962872,-0.0204207583624706,0.0877555481956072,1.31826770619369,0.0402170770330001,"2"
-0.0148688780714278,0.00374257625748823,-0.0524175035180289,1.16669671198592,-0.12834598242161,0.0153211112098078,-0.0662994164498041,-0.0468106682718344,1.30394333936357,-0.0188429522455054,"2"
-0.0739837157950889,-0.0817158076860593,-0.036020214069094,1.1594239624404,-0.00158163628430086,-0.00220539760789395,0.000618453810844823,-0.0236393542495946,1.19181565546792,-0.025238477802626,"2"
0.0656580139846096,0.308453834255017,0.345548519836794,1.13263127018606,0.0619891975038719,0.0107685808848626,0.0378709920157168,-0.00259779783249155,1.16994346373402,0.0551544190618488,"2"
-0.000367954855567897,0.066669688734733,0.00687232729993217,1.17483689453501,-0.0353484243184143,-0.019054473172423,-0.0128231853984629,-0.0295538232774714,1.27980255152811,-0.00798538681050505,"2"
0.00855420272955476,-0.129152012481663,-0.107877258551398,1.14642457133943,-0.00209499961454836,-0.0315377339028955,-0.0031566955153663,-0.00386827769544229,1.18108555434889,-0.0369359751758072,"2"
-0.0212960448928241,-0.169894373894838,-0.177411804064884,1.15171600245552,-0.0560370631840433,-0.00180224122355634,-0.0490865608864297,0.00212041349411738,1.19394462951652,-0.00756754253494055,"2"
-0.0474849926061429,-0.205705732834371,-0.223675281347016,1.06894703527855,-0.0757470651665867,-0.0439719517555252,-0.0521677626969825,-0.0190923928398549,1.17234813302523,-0.0358583738665495,"2"
0.0154233029401295,-0.0261362877438256,0.0188919976195172,1.13038322472452,0.0134077075754317,-0.0275599390018128,-0.0248563500956256,0.00163425703684146,1.16463580621015,0.0165102052889719,"2"
-0.0164779321264901,0.0488830143021723,-0.00949030662245243,1.162474677372,-0.131011588143763,-0.00462560619440493,-0.0488906781426946,-0.0267807774112934,1.30972153966943,-0.0176934418336799,"2"
-0.01659823125249,-0.019160279686955,-0.0518382304890239,1.08806925971129,0.00905395537954865,-0.0570648697846457,0.0113642667692273,0.0149780569060978,1.30047662292944,0.042629286965489,"2"
-0.0484092591520801,-0.078139777787359,-0.119641546364188,1.13024741302781,0.0266445827368654,-0.0211513824978822,-0.0519866268525524,-0.0403457017830046,1.22053399032613,-0.0157926454757563,"2"
-0.0377011358909384,-0.248843803640981,-0.221202013219444,1.11141050370569,0.0521237979138071,-0.030740549083237,-0.0104287574728194,-0.00458452359356776,1.10776960035292,-0.0529637742152359,"2"
-0.00811869618271439,0.0708693233445849,0.0652037436818623,1.06159574646391,-0.00332779008862156,-0.125902708810647,-0.0681735812435725,-0.0475488463941702,1.29558676626933,0.0493096978201172,"2"
0.150178420714699,-0.0652849164719096,-0.106540635318042,1.20370733602282,-0.0721818198464857,0.0140438253387953,-0.0750151740825132,-0.0689155139921969,1.25101981374596,0.101456520233409,"2"
0.0826859994703991,0.067813438578968,0.0890773811954562,1.107530729275,-0.0630183014872572,-0.0163758628474069,-0.0823577792516628,-0.0588620738074937,1.28356622414478,0.0568221963669807,"2"
-0.0188944342351316,-0.0254448386581524,-0.066970701413012,1.13246407605254,-0.0569586590504256,-0.00241602428884304,-0.0536998793630351,-0.0716318094205224,1.25504479856652,-0.031042667523685,"2"
-0.0292584574435813,-0.116968621260477,-0.125359202213561,1.20928894524275,-0.0569599168423368,-0.00502678804507484,0.0267280776090243,0.0393631770282663,1.21370902879067,-0.141853532895855,"2"
-0.121728989917015,-0.0619474317390986,-0.147272664318875,1.22232533864184,0.0219569949327598,-0.0164557111066327,0.00247281038516549,0.0150590549810717,1.27456779888019,-0.101137682456615,"2"
0.0165543906928821,-0.126007016345317,-0.155808443592437,1.16133599328913,-0.10450872269139,-0.0181753891046233,-0.0634968126081448,-0.0292178226589917,1.16535251199233,0.00653909172204009,"2"
-0.00418414980110593,0.0256040791753357,0.0368646243026663,1.17980137538652,-0.0100299138641436,-0.035791287694638,-0.035124750170945,-0.0275643614521965,1.2360945515178,-0.0191634988682356,"2"
-0.038647798498591,-0.057781948989259,-0.130302384995946,1.19146373601393,-0.103751530615783,-0.0105051687036489,-0.0808830381334513,-0.0324439379879927,1.22760328590217,-0.00507023165294126,"2"
-0.0116977912128056,-0.226770331188151,-0.215198795086777,1.12938056725597,0.0576952927887905,-0.0413865866872295,0.0166785554226547,-0.00964293135812444,1.08296410146352,0.00230303729065913,"2"
-0.0400719464611219,-0.283280154221697,-0.290735671643689,1.2291144530171,-0.0563999151013291,0.0237077903001223,-0.0244842217793507,-0.0364079968209604,1.07162731443353,-0.00560478792553729,"2"
-0.0270112178083588,-0.320180069067356,-0.294468368483694,1.12892813919738,-0.175796665354521,0.00729260618463919,-0.026271316971915,-0.0514488623178302,1.08553935842216,-0.00198587188547767,"2"
0.00441732966214816,-0.301131845316064,-0.280630641560066,1.16131200803952,-0.029771715270509,-0.00890999240211316,0.00160735402121899,-0.00496118510785528,1.1014119283137,-0.0361482944864936,"2"
-0.0162021559279452,-0.228024128628719,-0.255556193382457,1.15596788441138,-0.0720301528472583,-0.00976010189681692,-0.0422290465020655,-0.0611669147240262,1.14678593153795,-0.0577490737062917,"2"
-0.0645139859917465,-0.263675673502654,-0.259184744358667,1.08359160318719,-0.0900733180271338,-0.0501117468835836,-0.0695773031280128,-0.051016525765615,1.10936703102123,-0.00952350336144827,"2"
0.00684254078473552,-0.292229638461126,-0.315740250150527,1.10032451459989,-0.123340284192074,-0.0256311355764877,-0.045601847002876,-0.0202651412010699,1.08040080262719,-0.0141048219402155,"2"
-0.00344059832932903,-0.312427963251268,-0.272986205567639,1.14466672245824,-0.0612616272097111,-0.0551434042261007,-0.0922825672907668,0.0121152422271868,1.06665895892888,0.00775024592067679,"2"
-0.0539737045622486,-0.28261227837447,-0.275389387749839,1.07267666112904,-0.0908822457110932,0.0115214400189986,-0.0614183950513543,-0.0987924428111667,1.09744387994568,-0.124297172013168,"2"
-0.0022005544930976,-0.249837002467806,-0.263573405724274,1.13818718209913,-0.0333620395486384,0.00532517213998984,-0.0309347860813671,-0.0316386470868506,1.12479728023159,0.0329750430562082,"2"
-0.012258124179172,-0.0473133663545544,-0.0362831176667312,1.17699603693176,-0.133639749730065,0.000628119307023605,-0.0158967613743734,-0.0781344390890437,1.25482588869095,0.00323012452412057,"2"
-0.037965369833011,-0.198901942953332,-0.227595895890492,1.18475900441159,-0.117465641472352,-0.10419355876809,-0.0682442401089016,-0.0584631708909085,1.19011335243598,-0.0835594707735176,"2"
-0.064325386744258,-0.317631588025874,-0.282271564802588,1.16902988827343,-0.0173915593726727,-0.00660037668555791,0.00686513576788884,0.064534236572141,1.06096435133938,-0.0629996194684028,"2"
-0.0838700058295466,-0.039480327324695,-0.0707752423052768,1.0774970870934,-0.0234758970729386,-0.0428597636240171,-0.0279714539415675,0.0420406598391469,1.23786940946287,-0.113500099000043,"2"
-0.0230498046764446,-0.0884205322019299,-0.109580468451668,1.09184803708722,0.00384685119314669,-0.0314756404950768,-0.0489929941104901,-0.0286820267807695,1.28982511620476,-0.0438770318517855,"2"
-0.0925908632585422,-0.308691079497304,-0.339197939631876,1.141986056852,-0.0909339377038578,-0.0815942924889438,-0.0803803369142516,-0.0151541541024178,1.06841632621766,-0.0725267284506017,"2"
0.0144827784892673,-0.0125171852965737,-0.02350498002305,1.20391056005718,-0.0808945573119932,-0.049073187683777,-0.0718747359274731,-0.0290732016333381,1.27115645352761,-0.0308034752536692,"2"
-0.0382042294174403,-0.250421568220961,-0.284296949934549,1.21456567358367,-0.0732830607515287,-0.105373699815847,-0.0242154019611697,-0.0464205905830861,1.11430866797008,-0.0210637009127224,"2"
0.0191333681207741,-0.171935911911468,-0.209296920328667,1.109500669876,-0.0154542909953961,-0.0314778351420939,0.0259107510715537,-0.017260444226412,1.20006903025547,0.00776653008528131,"2"
-0.0330503180771842,-0.203745893970798,-0.260028928533129,1.17603392043916,-0.00688043583180662,-0.043167447810977,-0.0493904884226126,-0.0614656968968792,1.18922397021567,-0.00317791055815834,"2"
-0.031736783331392,-0.280931434492573,-0.327538930259303,1.08868108557004,-0.0665830078184139,-0.0999359419339247,-0.0532137041684241,-0.0339060963351354,1.11384302527203,-0.0236976979809964,"2"
-0.0785844106689619,-0.204438558565023,-0.215008850846506,1.22716188671824,-0.0304187702963426,0.0265878329829189,-0.0663531009142816,-0.102534937102304,1.15990313414124,-0.100545163234734,"2"
-0.0112767471898018,-0.217798865490356,-0.273178702749516,1.21968740501412,-0.0158908714898333,0.0238937698654562,-0.0144120562924402,-0.0562118035155612,1.16349711207717,-0.085054212837995,"2"
0.0103539722497059,-0.226683188980554,-0.252035858408638,1.25632746670568,-0.0468981764838668,-0.0185348432303591,-0.0552741180214908,-0.0589344568432635,1.14130667959976,-0.0128986325017912,"2"
-0.0832734025477661,-0.0117415182689063,0.0189040082252888,1.1163085352322,-0.059501891589801,-0.0557362198490916,-0.0593919601034042,-0.0410059771714731,1.25949908245533,-0.0719433479100439,"2"
0.0786800994055988,0.237315761783216,0.270324400428102,1.0350426373606,-0.0631231284136674,-0.0153208106850999,-0.0690999190227898,-0.0757264489867494,1.37829969219668,0.0535085004639006,"2"
-0.0247344178672358,0.107852114292159,-0.0327053637216709,1.07199309221327,-0.133280734046232,-0.0341121531323352,-0.0749251424275109,-0.0561707666334085,1.36939448408315,-0.0235249144570116,"2"
-0.0217328373278365,-0.176142873990281,-0.157011674989602,1.11686138649132,-0.127462713341933,-0.051337336666967,-0.052230402311459,-0.0566530505181435,1.20893770884787,-0.022763782875092,"2"
-0.0719510737132523,0.0349052597813817,0.0541670484211911,1.15603047314136,-0.0427851492416094,-0.0739703526582143,-0.0648811149157631,-0.0988324025364627,1.34123351996016,-0.118338276858052,"2"
-0.0270869657892276,-0.230655160363417,-0.281701739694734,1.15395238070439,-0.137161459659834,0.0367480338363601,-0.0223345947150933,-0.0590872392723111,1.14291849708157,-0.0572324737507764,"2"
-0.0287172099547128,-0.0346653591953414,-0.06269436514718,1.20239432196824,-0.0546830674612785,-0.0429499677746302,-0.0401161294186489,-0.0307782622601924,1.30667097488658,-0.04061817259026,"2"
-0.00821843491786485,-0.259743313893678,-0.262246375014937,1.05730612512193,-0.0979699361673201,-0.0781440532188911,-0.0352715825560552,-0.0530349558686532,1.13129031452449,-0.0466318487505328,"2"
-0.0395171921282512,-0.220840258232144,-0.255618371725105,1.07786250241941,-0.0189278991262909,-0.0512443781059107,-0.0579078528568577,-0.0654305101181678,1.16535888445302,-0.0451073913905113,"2"
-0.0335574637536873,-0.309058200199295,-0.346871445187245,1.19336779500761,-0.142838849479068,-0.0951784414876344,-0.105544120975653,-0.063240746707582,1.09943657796582,-0.0370238689228941,"2"
-0.0711607879325459,-0.260773672299095,-0.271475340534336,1.18259615472724,-0.085767552630248,0.0442845021067464,-0.0753768228659867,-0.0627474955563098,1.11658888616249,-0.109611280884597,"2"
-0.00748122347859175,-0.0468030799712223,-0.0482527444271801,1.22615822165722,-0.145319543439109,0.0486667699525795,-0.0749631886273353,-0.0394306691317224,1.34506686336206,-0.010661939241213,"2"
-0.0291653949938776,-0.212589537699464,-0.267103536880632,1.18686640457914,-0.00247719961477561,-0.0136952437213905,-0.00110757242892955,-0.041915750834304,1.21233293874021,-0.12812628178966,"2"
-0.00873193729130103,-0.309454110855705,-0.306976117547007,1.15610070281063,-0.0667108466924774,-0.0790836326820381,-0.0768911738296914,-0.0563546003427046,1.07761959097458,-0.0167112394529453,"2"
-0.0346711232905031,-0.09870739078509,-0.122502058479309,1.1310637100773,-0.102156006178874,-0.0601433707660932,-0.0619751194959099,-0.0918679491209988,1.2412526732385,-0.0636848689447313,"2"
-0.0880254240483006,-0.0479532738959481,-0.0579557645900654,1.19349928421657,-0.103756346161926,-0.034015816468697,-0.0715264470696712,-0.0671795398205685,1.23764360714257,-0.135384727468734,"2"
-0.0224742388475057,-0.327189987495509,-0.335831358806455,1.18158194494108,0.00872291839638607,-0.0246327293264276,-0.0187012606420885,-0.0518369741363277,1.07217596675261,-0.0562914634331404,"2"
0.0443312719329853,-0.228929713197319,-0.243817119116412,1.21773126466487,-0.0582991992320619,-0.00592387706838757,-0.0539762027406684,-0.0327410459464859,1.14503507030056,0.018980580149791,"2"
-0.0671433773082647,-0.255130604101014,-0.246236619884232,1.20155286717896,0.00541093200115643,-0.0143774842498099,-0.0122577634835819,-0.0626879791748123,1.11436013551368,-0.0699699075383159,"2"
-0.0022040641219122,7.61968828345883e-06,-0.00246259064400371,1.15970421711559,-0.135216333844314,-0.05177644448332,-0.0325565302401262,-0.0148877441195556,1.29903907754165,0.00659599058271164,"2"
0.0183782098635435,-0.227804356647325,-0.248881964939698,1.19207299319455,-0.00468476506404335,-0.0205342666161379,-0.0529537827772288,-0.00863214646647911,1.13650134979097,0.00137908851277852,"2"
-0.00285186538004396,-0.210727238735577,-0.21709127919649,1.1900687847176,-0.0702551886575787,-0.0261257254509188,-0.0442206827294645,-0.0658868124530758,1.14195546528497,0.0157939490031346,"2"
-0.00739286358082331,-0.183403412430668,-0.184610725405349,1.15498613930361,-0.0059725907129897,-0.0182231833135,-0.0248866623200453,-0.0608707494659786,1.15467374464586,-0.0910439576560634,"2"
-0.0472869896677877,-0.28956303405589,-0.287897485615228,1.06887321410906,-0.0696071359160511,-0.0793648577884583,-0.00521855682794266,-0.0376145375724162,1.07826766217926,-0.0422982802894303,"2"
-0.0227165805860036,-0.307603346595018,-0.300780422545769,1.13551975402419,-0.144402233516954,-0.0450089345390717,-0.0848102940556543,-0.0550467377115652,1.08281533525197,-0.0157850776446975,"2"
-0.00205490406536184,-0.28824072536604,-0.372501361253072,1.15699694903492,-0.0976591051779445,-0.0490925210761009,-0.0578827224867831,-0.104095200438726,1.10878406077544,-0.0587392336792703,"2"
-0.0333469121603883,-0.290815363246073,-0.341111170358855,1.15614113604983,-0.100917632801706,-0.0533118467263041,-0.0907085032778588,-0.0115889288165578,1.0938953287976,-0.0342952511533248,"2"
0.00160377690503358,-0.221254596956976,-0.230273074184655,1.16771178757681,-0.000226790385170821,-0.058902703469508,-0.0290374687920285,-0.0382928852555309,1.1214549092092,-0.0294078442484439,"2"
0.0199520554969344,-0.0268117386694769,-0.0390390451582076,1.24273285457531,-0.00156004541552245,-0.00243487238567794,0.00821019185056651,0.0200447053794014,1.260599665219,0.0579461371613893,"2"
-0.0254706596471602,-0.229326301612804,-0.241658077234001,1.17381269079656,-0.0194691644750985,-0.0462679731213862,-0.0337351067832239,-0.015634971796134,1.12740950564332,-0.0860475762393524,"2"
0.0157967084305854,-0.0640131993404143,-0.0550393846132362,1.11391073221617,0.07125342384639,-0.0535578948816378,-0.0131919266237594,-0.0771945580160782,1.23470517490894,0.0519655436277348,"2"
-0.0259362911367466,0.0218128909550762,0.0295708342822655,1.25649022643157,0.0293495281463155,-0.00640424971951013,-0.00344077618424152,-0.0758167984206135,1.27338026527595,-0.0524911085643949,"2"
0.0183249668794568,-0.0592031887269638,-0.0540166801574015,1.15996890169249,0.06414418156077,-0.0366917564494517,0.0563893278825414,-0.0836874989947975,1.2230918566528,-0.0195517853782266,"2"
0.0250238254501495,-0.0634983212032845,-0.051884199888257,1.1505037465025,0.0288324353531337,-0.0443126112566976,0.0209002258396184,-0.0518561378074753,1.25598317862396,0.0253800175105229,"2"
0.036282800489734,-0.251155156024196,-0.266724431960415,1.21842812286338,0.0953836085088187,0.0135923989302335,0.122997698924131,0.0937636741756449,1.11584433533217,0.0346857757573411,"2"
0.0961871465425544,0.128178038319367,0.125747225118812,1.24569502595185,0.286754351633433,0.0844783840780819,0.129948299536009,0.225093706968092,1.23397015682558,0.144953277942407,"2"
0.116918361513182,0.00622983442152604,0.0229196334121754,1.13571669082862,0.128578495914203,-0.0322063468306612,0.0833480416957144,0.109423436409531,1.24872902535733,0.162473092002369,"2"
0.0355176252143679,-0.161516944211921,-0.193580429169603,1.13966827740765,-0.0846391107890709,-0.0777109490773208,-0.0602962883588977,-0.0508843498281337,1.20289147053609,0.0195707617957211,"2"
-0.0130412746900728,-0.266074607437904,-0.266658315615736,1.06295980557686,-0.0475420897716917,-0.107768662821593,-0.0257418573527249,-0.0669564405346966,1.12664050754288,-0.0641436494728791,"2"
0.042610094010407,-0.222888464053621,-0.241092132940434,1.23288128471272,-0.0507701863544361,-0.0453675667995607,-0.0365808634200762,-0.0378838401721876,1.20825248586358,-0.060186291383707,"2"
0.0570064012106427,-0.257390897324092,-0.26650652654098,1.14358738839864,-0.129985212592238,-0.10524787670669,-0.0737816995424096,-0.0129551786998041,1.12821143626127,0.00766902049978075,"2"
0.00698121402758332,-0.29187110491748,-0.299392352977632,1.10270480624835,0.0360060745423648,-0.0261432797348083,0.0281739932154058,-0.0535834297618173,1.11139787779416,-0.0164726283174489,"2"
-0.093144710544129,-0.294642949431944,-0.265113844128942,1.25501683423867,-0.0887344660988984,-0.0685105824867613,-0.0871441602466724,-0.0888059411089933,1.08493824539471,-0.089318517719914,"2"
-0.268909147065098,-0.310990980751479,-0.293545263203754,1.11791312491584,-0.13520651876225,-0.0983739525909983,-0.0907919964397986,-0.0250311172685141,1.03882427985871,-0.218442999648615,"2"
-0.654468200927427,-0.204551615521401,-0.232668670212725,1.10514214575177,-0.0628820153486943,-0.0330065224146853,-0.0535861943047053,-0.00275358468604081,1.16398939748816,-0.585040162844271,"2"
-1.20028662077256,0.0191327078376636,0.0168953011087331,1.14574266064435,-0.106369682069298,-0.0691095321638149,-0.0915252486833908,-0.109430890371859,1.23754809406287,-1.10371189435373,"2"
-1.80079942381711,0.0377683215141771,-0.0546532106164929,1.09220010818786,-0.0944836517326664,-0.0399946153385436,-0.124499451376067,-0.0910195059617842,1.28472886984667,-1.67407820041955,"2"
-2.50741617887867,-0.0474731168178599,-0.108262507174237,1.17950883570824,-0.100461345458169,-0.111897989847996,-0.0450056292837897,-0.0873317870551073,1.29383621074403,-2.34137567708353,"2"
-3.32715587341805,0.103545212887141,0.131172192047915,1.16777278795894,-0.0189555777778233,-0.0717327029131946,-0.10201822949995,-0.0862702713765126,1.2123932913841,-3.04122305656599,"2"
-3.40550646416352,-0.086470950454843,-0.125710284870969,1.20136508049379,-0.0571155991778199,0.0106318452492228,-0.0885425475987046,-0.0654970229099646,1.22301922944959,-3.20833194093845,"2"
-3.6595442204369,-0.121238892133051,-0.136012879883457,1.10750912678763,-0.0796420330575812,-0.0618431903559506,-0.0802115682091571,-0.128280855613346,1.24677076908826,-3.51211667115288,"2"
-3.65039265381722,-0.0875655823180832,-0.0876241613206229,1.2044482754569,-0.0657955571727972,-0.0479628360822186,-0.083060822072616,-0.083150637510535,1.19763974337588,-3.47168718078655,"2"
-3.67300002182595,-0.119949493485129,-0.15984672805564,1.2154851344759,0.008468692157612,-0.0150266085426045,-0.0352052367575171,-0.0153603536248272,1.23237180873227,-3.45486035309387,"2"
-3.60352607691895,-0.19785131874723,-0.214643158475542,1.14607588701848,-0.108450707214027,-0.0409347510148781,-0.0644796407926284,-0.0943423754726576,1.20193086407252,-3.47088652009111,"2"
-3.59847678892729,-0.168173165165055,-0.185693879057464,1.18315546822929,-0.0810304331911185,-0.054546899578372,-0.0843793407451048,-0.114539970493839,1.21032276387079,-3.39234658277867,"2"
-3.60589758400452,-0.208857085456707,-0.251068914937153,1.11246291638877,-0.0374681748603673,-0.0646049644559373,-0.0838316326932109,-0.0124924290060943,1.1929272622569,-3.4440650371107,"2"
-3.7266140878445,-0.212229786654122,-0.259186974942396,1.21522302262081,0.0144698027118954,-0.0246096595323312,-0.0501410456289194,-0.0409051683285899,1.18082089608664,-3.56108613737551,"2"
-3.67823435392481,-0.159732120411738,-0.133769002651163,1.09343471352673,0.0184141881315561,-0.0825568048775071,0.00527585573740889,-0.0631944949979484,1.13902691600027,-3.50181918206298,"2"
-3.62770373601243,0.165977503859718,0.207243323930835,1.19329666393714,-0.0652591431609286,-0.00930715440806818,-0.0541660961862719,-0.110673823618865,1.17999327126782,-3.49305428565766,"2"
-3.64467521863549,-0.0291684006067013,-0.0788393095671758,1.1330264120736,-0.0540305551492004,-0.0912631462344655,-0.0747161799234211,-0.0747962899179531,1.24593680316585,-3.48398603682608,"2"
-3.72390476210549,-0.263930424593929,-0.222883285619833,1.2692222086562,-0.0521787187547536,0.0859859036502841,-0.0458747336177337,0.0121030111451337,1.07368251760297,-3.52139878996247,"2"
-3.66017410468386,-0.165367223798623,-0.17117057677278,1.28778572807774,-0.0560696351228314,0.0457896095282931,-0.077555244477875,0.0111920964175333,1.12080730355567,-3.44677719502657,"2"
-3.64120729755626,0.0647805935027549,0.078122243546527,1.15643726882629,-0.0201351742901642,-0.0424497095318525,0.0108958573180398,0.0109089239234249,1.24901631418153,-3.41232515958679,"2"
-3.57395627977891,0.101638544365375,0.0917817238199992,1.2199770125134,0.0872614495974454,-0.0448013881143023,0.00206976218879416,-0.0372193521374144,1.27402686569542,-3.36315230411054,"2"
-3.59921776974955,-0.00289278181404431,0.0165956155640644,1.13527139013683,-0.0714130599611806,-0.0585343759129722,-0.032859990655016,-0.10931553983989,1.1791325363099,-3.40326954073994,"2"
-3.66183490843795,0.22628304797478,0.273894353726682,1.18995178323752,0.0181436975139717,-0.000498379684165296,0.0201827769638771,-0.0392065920601101,1.15682686829525,-3.54165180585572,"2"
-3.68291160962286,0.16859248581811,0.184482393507996,1.18057022012552,-0.0300846469510591,-0.0372688703648739,-0.0523725514031646,-0.062421948829888,1.27815080313221,-3.40068100638683,"2"
-3.6358251691196,0.0186439681538699,0.0417164159355238,1.15371587540933,-0.00733866373098695,-0.0593586722391756,-0.0228747711367819,-0.0881066684667848,1.21643889016655,-3.40808895430675,"2"
-3.79491830224482,-0.0849542757829297,-0.0720051180587806,1.18106161846629,0.0832638074089925,-0.045844470520969,0.0249456828072049,0.0178655830083107,1.21297614632094,-3.53228359314852,"2"
-3.62990004765032,-0.0519071319399805,-0.0191820069395128,1.12345017560403,0.0687870687833572,-0.0238139450633104,0.0896993477650901,0.0635315072960694,1.27561889014978,-3.49547428715367,"2"
-3.73699206060714,-0.133380010362796,-0.145404222632299,1.28721907027042,0.0374939001411004,-0.00107135652737151,-0.000321374684039393,0.0625746526261338,1.20115315916466,-3.59117466264017,"2"
-3.70816480735224,-0.20886448489573,-0.234534757561378,1.23134306895642,-0.0622920063553721,-0.0118442160860487,0.0274048442356545,-0.00634398771409297,1.11636130627392,-3.51109039871709,"2"
