"Alpha_P7","Beta_P7","Beta_P8","Theta_C4","Theta_O1","Gamma_C3","Gamma_FP2","Gamma_P7","b.g_P7","d.g_P8","Clas"
-0.0601268314170037,-0.0746266157529897,-0.0228570638405404,0.0284786977812326,-0.0815496316895496,-0.0191178300445562,0.0325803860752672,-0.0223555119826353,0.977860508083142,1.08040935810489,"2"
-0.0650844674662011,-0.0562460861074946,-0.0219895101911144,-0.133740130209964,-0.0641907634134985,-0.0213463007175504,0.0243919760194587,-0.0759357051260983,1.05510926097528,1.14688627863269,"2"
0.165030680162356,0.0980446069764888,-0.0248067113346858,0.143305424795957,0.234230773020309,0.0657138279244947,0.0768396742589835,0.144374761919581,0.991271388152051,1.17837743581912,"2"
0.0898834917187326,0.0863504930681226,0.0565879375361447,0.0266005744318724,0.107367650257207,0.0104371637062573,0.00385280811901632,0.0970884534901205,1.02298479941381,1.21474035500697,"2"
-0.00941116820517504,-0.0225349207945368,0.0136923669734098,-0.00829203038671651,-0.0431209193163106,-0.0522039552995173,-0.00418072728854878,0.00802620682216382,1.00177522451049,1.16734223156099,"2"
0.0396686421675932,0.00153781405319868,-0.0183432256888795,-0.00734433371155941,0.042703024309558,-0.00594834785428755,-0.0613190705197209,0.0175987679551832,1.01679086941194,1.19973331752659,"2"
0.0383640579124766,0.0468780409746927,-0.0323139776764829,-0.0274657095503121,-0.178950579294772,-0.0184521562096348,-0.0639079707014834,0.0419511681886268,1.03798142885956,1.1655627864719,"2"
-0.0425634447773005,-0.0193141705431829,0.0128794092859685,-0.138541997224663,-0.102357408786219,-0.0127190824252313,0.0367002988184245,-0.0228888099144843,1.03687588015041,1.16271012857818,"2"
-0.0816200996604704,-0.0473236723714043,-0.0284444196803132,-0.0716407606330303,-0.0832383052264313,-0.0129519841527249,0.016925371374516,-0.0649096727516312,1.05252560134409,1.15675914127312,"2"
-0.0265993798410051,-0.0314161087010232,-0.0625867439682414,-0.0351432924137931,-0.164860790576477,0.027389532433321,-0.0567120595848192,-0.0355431526955347,1.03751718800642,1.12321488815023,"2"
-0.0581273762146656,-0.0307274296685318,-0.0380157218380214,-0.129634077213098,-0.118200691938592,-0.00264710107407903,-0.123593419527601,-0.0285826827706566,1.03081550046058,1.10078136723644,"2"
