"Alpha_P7","Beta_P7","Beta_P8","Theta_C4","Theta_O1","Gamma_C3","Gamma_FP2","Gamma_P7","b.g_P7","d.g_P8","Clas"
-0.0376429873364931,-0.00239885062304807,0.00202289435962983,0.0827999223893498,-0.0165023939645955,0.0019265465835882,0.0333507435127637,0.00703230727023765,1.02377392352031,1.25925319538791,"1"
0.0616463153554219,0.00921354283184688,0.0668121484305539,0.064914245892213,0.0675780697729624,0.0303137857821404,0.0370123185332399,0.0169265926826019,1.0256141210647,1.11617546215897,"1"
-0.114538433037495,-0.0297143885219539,-0.0195301373874602,0.0189272191613178,-0.0529569109450202,-0.0142649403146111,0.0469595517707928,-0.0360983499802082,1.0402971143142,1.08985154758017,"1"
-0.058923619954305,-0.0090224398869172,0.0130938594483548,-0.00400070834575381,-0.115027405164745,0.0133085654633968,0.0477305706363274,-0.051845174849811,1.08012765866962,1.11121044606222,"1"
0.0409458738448267,0.0449535873170946,0.00340637568422798,0.0846749092486077,0.0962725498814408,0.0512580644677527,0.0940760674696485,0.0566217154730739,1.02204024067481,1.15147632781134,"1"
-0.0812487971091776,-0.0579924496991088,0.0129583031538907,-0.0861663034195534,0.00649063680257687,0.0151131927512156,-0.00827010513126844,-0.0272583493705863,1.00080023399706,1.1483162162816,"1"
-0.0690120547947295,-0.0287879301773973,0.00288504103901857,0.00225861504121481,-0.113421772190941,0.00527588314355726,-0.0640237282224628,-0.0371001150201363,1.04237374140415,1.04024887971061,"1"
-0.0147743395865278,-0.0195900114879485,-0.011070726461903,0.00207506417691163,-0.0947967031704063,-0.00558974180089542,0.0500957099337341,-0.0109208048006107,1.02439437895357,0.997706254445521,"1"
0.046089510607548,-0.10369706444514,-0.0871180521905976,-0.0263847592977014,-0.0197171566658383,-0.0592972426587346,-0.035251584374154,-0.0416802934961011,0.966573593600352,1.22718444251058,"1"
-0.0339680983339981,0.0153300868541919,-0.0435960270866183,-0.0799195207400159,-0.0518965713431484,0.0410196947021463,0.0589781722229328,0.0472300904838696,1.00197219395865,1.18988795121797,"1"
-0.107993230818142,-0.0303975018670731,-0.0984649738023708,-0.047724318804177,-0.0575664797152917,-0.0391597582750362,-0.0364801399368915,-0.0280108695892851,1.03091496442008,1.17061294396172,"1"
-0.0888546810981866,-0.0235876788436117,-0.0364707846218191,-0.0021908766464727,-0.0470829190003307,0.0111680237947219,0.0204471170579008,0.0169314031637828,0.99227515777549,1.16604973754757,"1"
-0.0388451783538644,0.0157691472315273,0.0332234143048071,-0.0586687545228875,-0.0435124982989499,-0.00393920532012697,-0.0636089835030212,-0.0166102581762756,1.06748030282057,1.08101049047655,"1"
-0.0425588934003018,-0.0693678500442314,0.0522184459198348,-0.114396583143954,0.00665344501638287,-0.012814771527952,0.0626724742116965,-0.0377693877244381,0.999515213098085,1.17198089887723,"1"
-0.053496893825898,-0.00997078282705202,-0.0239532311320851,-0.00624621780078053,-0.0410777055402103,0.0117247632836521,0.162091514899768,0.00123229516154929,1.02188891518383,1.11194955672711,"1"
-0.0682966345175585,-0.0598502240061784,-0.0640619060979756,-0.0826899636172393,-0.165653928488391,-0.0272763425257635,0.000756124916550995,-0.0124408710721295,0.983839976340793,1.0793589431132,"1"
-0.0681006889514631,-0.0296989601913367,-0.0121461031770238,-0.0207976025935843,-0.0823499963452357,0.00188137598222269,-0.0108612634302373,0.00983841649285292,0.992990594404128,1.06425058973082,"1"
-0.0263048762728328,-0.0581332895138591,-0.0731418717769649,-0.185552356243988,-0.120544195592012,0.00179726714074216,-0.0402811621271904,0.00552740418203382,0.968023861169372,1.11383808055092,"1"
-0.04012872411906,-0.0524694355115754,-0.0388765114391064,-0.110514377275243,-0.0793085396700287,-0.0705374438393398,0.00396359239506876,-0.030792415931378,1.01033861121664,1.08578615268168,"1"
0.077706428728125,0.0137885052871253,0.0062694209751199,0.0701542647793767,0.0288514563026417,0.0142265351504185,-0.00860991066527629,0.00115725136041381,1.04649122659915,1.0583870501776,"1"
0.0431340345345192,0.00480436178709388,-0.0475080304666073,-0.0566171230897921,-0.0318321632690357,0.0678730248913491,0.114039850328948,0.0335453574003487,1.00471410071026,1.10259809178728,"1"
-0.0399325661393834,0.0247344018269606,-0.0180216118296766,0.0289262195555845,-0.00808207352172003,0.0149548338670488,0.0953751875273306,-0.000497640714214657,1.05954161534392,1.0521861857309,"1"
0.0315932354374408,0.0162142664978907,0.00941094366720814,0.0323655574237464,-0.0325520386266175,0.0578388213673691,0.0830947022866697,0.0439263770830196,1.00601844351539,1.14562615843754,"1"
0.0375657374958539,-0.00709916673470505,0.0406000417806586,0.0893926376043948,0.0646251551701069,-0.0108151345793156,0.0262176132882116,-0.0140341652587877,1.04072152062997,1.1224932180012,"1"
-0.0259701848222041,-0.0114482684837853,-0.0335604346834362,-0.0119052790312073,-0.0454066759810862,0.0317324868717891,0.0498948891021204,0.0105530721852726,1.01095261674215,1.13582218624487,"1"
0.0992276415782259,0.0677802296540042,0.0114029991844407,-0.0532696830181765,-0.0334709261312445,0.00426035057302409,0.0091594111563235,0.0331741841260821,1.06806788270574,1.17757810154972,"1"
-0.0152611336939431,-0.0844779636685814,-0.0614159893630801,0.0714859728259613,-0.0641826797581916,-0.0375923902847443,0.0638683421296302,-0.0833086057319478,1.03213421275062,1.22129126613589,"1"
-0.135091761976952,-0.186758313080254,-0.0272545456444103,-0.10467466747255,-0.0999613823178877,-0.144985036550901,-0.014263480966989,-0.178101307058145,1.02256722572822,1.16726463242726,"1"
0.0434209231121962,-0.0333332513708202,-0.0262876106001322,0.000261213691668569,-0.0272327358728451,-0.00225393478723574,0.0128643000166502,-0.00268201428833121,1.00169073094025,1.13537925528093,"1"
-0.0108708374981735,-0.0525609160209032,0.0178497492854676,-0.0398853775260926,-0.0267406379831389,0.0172603672751465,0.096170272393855,-0.0254770201955548,1.00473085191137,1.09394156967893,"1"
-0.0348901225251918,-0.0116363136615627,0.0104854164996829,0.0410187044020684,-0.0150818672438358,-0.0281127072815083,0.0210414685268064,-0.0115218601664207,1.03333285356484,1.11045786457522,"1"
-0.0235359285894832,-0.0384414619691432,-0.0540648531778198,-0.0456984859473072,-0.0460609442693943,-0.0420830115155948,0.0892212139700269,-0.0348015455539584,1.02955520123589,1.10956413053066,"1"
-0.0608628223904539,-0.0219609879510956,0.016848771894375,0.0924073350199019,0.00503609901437356,0.0953266131626754,0.027462895332566,-0.000898710342647603,1.01166607107581,1.16361157250537,"1"
-0.0632483478566008,-0.019054189096846,-0.0595570162734946,0.0484149716066431,0.00523656158023133,-0.0109457477712927,-0.0259014651302987,-0.00831053937884732,1.02225641710927,1.1436811188192,"1"
-0.082495673065766,-0.148033293132577,-0.123246261613323,-0.009219535447185,-0.124944392322923,-0.0844451468082591,-0.0929673531183044,-0.165998341883404,1.05571389090503,1.2204202695709,"1"
-0.044598305317799,-0.0906662960250362,-0.104785905316352,-0.033745626581708,-0.0897486091599581,-0.0964831826211493,0.0364906192762573,-0.101381646485635,1.04577566132312,1.28596605223491,"1"
-0.133730926117939,-0.121718659111035,-0.183738246722055,-0.0408587269492624,-0.203132257642157,-0.137162163704546,-0.0864510346738113,-0.121769400814886,1.03351222452545,1.32450834646361,"1"
-0.0656158110465021,-0.0340677743862425,-0.00836122488819692,-0.0231658564128086,-0.046491441322622,0.0135558341286628,0.000984831267945027,-0.0128580160724968,1.01124772695659,1.19408838847756,"1"
-0.0304212816598927,-0.0149657988960253,-0.03379464746355,0.0120942683188262,-0.067105468026295,0.0101040903099043,-0.0552209037138098,-0.0366725141715143,1.05673936123347,1.11300579275895,"1"
-0.0506545125224528,0.000454309557448747,0.0320638960361132,0.0695822190931586,0.0171813676343858,-0.00326520630699931,0.0201369552805523,0.00471973841399988,1.02906510378782,1.15402398842127,"1"
-0.0702089801233125,-0.0818645085855139,-0.0402462543983698,0.0318967905745456,0.00593032761262019,-0.0182763973256352,-0.0415238308672614,-0.0362231918234167,0.98451158425416,1.18073899045472,"1"
-0.0738905579670554,-0.0909869409283739,-0.0388250767205838,0.0309810393272609,-0.0368279149457513,-0.0376386751431417,-0.0364588767854579,-0.0750656670313782,1.01566327268535,1.15181861256454,"1"
-0.0505540474698825,-0.0136705876805163,-0.0321243941116182,-0.0722544520307744,-0.0259183137835285,-0.0495600814756591,0.00338378384627818,-0.00523539357669532,1.02468926290568,1.12691106021073,"1"
-0.00948645728572154,-0.037576097471649,0.0195760437988411,0.0164355708358165,0.0292749426629288,0.037585218918693,0.0243362598240468,-0.00085164320629713,0.995467184980872,1.09257705874644,"1"
0.0221054757153053,0.00854178709564591,-0.0293892023929904,0.0147020089064352,-0.127106951107824,-0.0194707201232639,0.0636769758483891,-0.0136524841681624,1.05670671761945,1.00949209619825,"1"
