"Alpha_P7","Theta_O1","Beta_P8","Alpha_C4","d-g_P8","Beta_C3","d-g_O2","Beta_P7","a-g_C4","Theta_C4","Clas"
-0.0376429873364931,-0.0165023939645955,0.00202289435962983,0.0556656381977316,1.25925319538791,-0.00812464022840372,1.2178548221515,-0.00239885062304807,1.16461678146878,0.0827999223893498,"1"
0.0616463153554219,0.0675780697729624,0.0668121484305539,0.141483527045674,1.11617546215897,0.035256733357121,1.12863775678301,0.00921354283184688,1.13457440562586,0.064914245892213,"1"
-0.114538433037495,-0.0529569109450202,-0.0195301373874602,-0.0768586207026145,1.08985154758017,-0.0299904311199158,1.19745910032382,-0.0297143885219539,0.935453643447613,0.0189272191613178,"1"
-0.058923619954305,-0.115027405164745,0.0130938594483548,0.0499204848043744,1.11121044606222,-0.00485830235540727,1.05395366076443,-0.0090224398869172,1.08190780193667,-0.00400070834575381,"1"
0.0409458738448267,0.0962725498814408,0.00340637568422798,-0.0173921923182242,1.15147632781134,0.0530946389512922,1.18619181211732,0.0449535873170946,0.97773013816058,0.0846749092486077,"1"
-0.0812487971091776,0.00649063680257687,0.0129583031538907,-0.070514394948189,1.1483162162816,-0.0640859345189028,1.09207330535561,-0.0579924496991088,0.968071396946297,-0.0861663034195534,"1"
-0.0690120547947295,-0.113421772190941,0.00288504103901857,-0.0212579631773076,1.04024887971061,0.00824895339130826,1.15525287485361,-0.0287879301773973,1.01362126633899,0.00225861504121481,"1"
-0.0147743395865278,-0.0947967031704063,-0.011070726461903,-0.041753764904712,0.997706254445521,-0.0395819277328335,1.05740159246029,-0.0195900114879485,1.00579346613719,0.00207506417691163,"1"
0.046089510607548,-0.0197171566658383,-0.0871180521905976,0.0179031216252625,1.22718444251058,-0.0607338939554491,1.24684264701642,-0.10369706444514,1.13649813474254,-0.0263847592977014,"1"
-0.0339680983339981,-0.0518965713431484,-0.0435960270866183,-0.0495418987529955,1.18988795121797,0.0154195987442219,1.18403213783031,0.0153300868541919,0.991957615467045,-0.0799195207400159,"1"
-0.107993230818142,-0.0575664797152917,-0.0984649738023708,-0.0876349534102762,1.17061294396172,-0.0170813041460901,1.18658323746129,-0.0303975018670731,1.04746297679138,-0.047724318804177,"1"
-0.0888546810981866,-0.0470829190003307,-0.0364707846218191,-0.0489260305627668,1.16604973754757,-0.034312539371107,1.20174336286316,-0.0235876788436117,0.990983360795632,-0.0021908766464727,"1"
-0.0388451783538644,-0.0435124982989499,0.0332234143048071,-0.0848157026920506,1.08101049047655,-0.0262319520046236,1.16528950834402,0.0157691472315273,0.974011012372285,-0.0586687545228875,"1"
-0.0425588934003018,0.00665344501638287,0.0522184459198348,-0.01191438316863,1.17198089887723,-0.0286752574617001,1.17729141231515,-0.0693678500442314,1.04820563788647,-0.114396583143954,"1"
-0.053496893825898,-0.0410777055402103,-0.0239532311320851,0.0255219854560383,1.11194955672711,0.003614739858209,1.15841239920439,-0.00997078282705202,1.08865326062314,-0.00624621780078053,"1"
-0.0682966345175585,-0.165653928488391,-0.0640619060979756,-0.0764347333956318,1.0793589431132,-0.023650361598406,1.06653546354034,-0.0598502240061784,1.02912814930801,-0.0826899636172393,"1"
-0.0681006889514631,-0.0823499963452357,-0.0121461031770238,-0.0011122228063158,1.06425058973082,0.0154718316835827,1.01215677370917,-0.0296989601913367,1.05214892881685,-0.0207976025935843,"1"
-0.0263048762728328,-0.120544195592012,-0.0731418717769649,-0.0997749022730287,1.11383808055092,-0.00873334487357002,1.16283072058116,-0.0581332895138591,0.980300412155905,-0.185552356243988,"1"
-0.04012872411906,-0.0793085396700287,-0.0388765114391064,-0.100885690038307,1.08578615268168,-0.0534046023182939,1.11293985614074,-0.0524694355115754,1.0126440538094,-0.110514377275243,"1"
0.077706428728125,0.0288514563026417,0.0062694209751199,-0.0668802563622085,1.0583870501776,0.0437287107123851,1.130774351255,0.0137885052871253,0.968968486628767,0.0701542647793767,"1"
0.0431340345345192,-0.0318321632690357,-0.0475080304666073,0.0623648895943269,1.10259809178728,0.0492916963109923,1.15233441549242,0.00480436178709388,1.14286802210458,-0.0566171230897921,"1"
-0.0399325661393834,-0.00808207352172003,-0.0180216118296766,-0.0311728391797833,1.0521861857309,0.0135258354257447,1.10616518077793,0.0247344018269606,1.03433528082891,0.0289262195555845,"1"
0.0315932354374408,-0.0325520386266175,0.00941094366720814,0.0105622063597477,1.14562615843754,0.0376826094868782,1.07496443891377,0.0162142664978907,1.09042604169066,0.0323655574237464,"1"
0.0375657374958539,0.0646251551701069,0.0406000417806586,-0.0373586291456202,1.1224932180012,0.0150601109382299,1.2252289585601,-0.00709916673470505,1.02193942926586,0.0893926376043948,"1"
-0.0259701848222041,-0.0454066759810862,-0.0335604346834362,-0.00328138264050981,1.13582218624487,-0.0102895211149413,1.14486421805599,-0.0114482684837853,1.04462298721678,-0.0119052790312073,"1"
0.0992276415782259,-0.0334709261312445,0.0114029991844407,-0.0862131537154432,1.17757810154972,0.0210923691664449,1.11586541955693,0.0677802296540042,1.01233327269405,-0.0532696830181765,"1"
-0.0152611336939431,-0.0641826797581916,-0.0614159893630801,0.0671698867996153,1.22129126613589,-0.0377781340953602,1.21938319641777,-0.0844779636685814,1.18047475950107,0.0714859728259613,"1"
-0.135091761976952,-0.0999613823178877,-0.0272545456444103,-0.0551577250507283,1.16726463242726,-0.187221867153648,1.17809822080631,-0.186758313080254,1.10827821428208,-0.10467466747255,"1"
