"Alpha_P7","Theta_O1","Beta_P8","Alpha_C4","d-g_P8","Beta_C3","d-g_O2","Beta_P7","a-g_C4","Theta_C4","Gamma_P8","Alpha_P7.1","b-g_P7","Gamma_FP2","Gamma_C3","Gamma_P7","Clas"
0.0431340345345192,-0.0318321632690357,-0.0475080304666073,0.0623648895943269,1.10259809178728,0.0492916963109923,1.15233441549242,0.00480436178709388,1.14286802210458,-0.0566171230897921,0.0168392808604092,0.0431340345345192,1.00471410071026,0.114039850328948,0.0678730248913491,0.0335453574003487,"1"
-0.0399325661393834,-0.00808207352172003,-0.0180216118296766,-0.0311728391797833,1.0521861857309,0.0135258354257447,1.10616518077793,0.0247344018269606,1.03433528082891,0.0289262195555845,0.0244930533685201,-0.0399325661393834,1.05954161534392,0.0953751875273306,0.0149548338670488,-0.000497640714214657,"1"
0.0315932354374408,-0.0325520386266175,0.00941094366720814,0.0105622063597477,1.14562615843754,0.0376826094868782,1.07496443891377,0.0162142664978907,1.09042604169066,0.0323655574237464,-0.00489909769720246,0.0315932354374408,1.00601844351539,0.0830947022866697,0.0578388213673691,0.0439263770830196,"1"
0.0375657374958539,0.0646251551701069,0.0406000417806586,-0.0373586291456202,1.1224932180012,0.0150601109382299,1.2252289585601,-0.00709916673470505,1.02193942926586,0.0893926376043948,0.0526840001833895,0.0375657374958539,1.04072152062997,0.0262176132882116,-0.0108151345793156,-0.0140341652587877,"1"
-0.0259701848222041,-0.0454066759810862,-0.0335604346834362,-0.00328138264050981,1.13582218624487,-0.0102895211149413,1.14486421805599,-0.0114482684837853,1.04462298721678,-0.0119052790312073,-0.00135324470951031,-0.0259701848222041,1.01095261674215,0.0498948891021204,0.0317324868717891,0.0105530721852726,"1"
0.0992276415782259,-0.0334709261312445,0.0114029991844407,-0.0862131537154432,1.17757810154972,0.0210923691664449,1.11586541955693,0.0677802296540042,1.01233327269405,-0.0532696830181765,-0.0262537579199628,0.0992276415782259,1.06806788270574,0.0091594111563235,0.00426035057302409,0.0331741841260821,"1"
-0.0152611336939431,-0.0641826797581916,-0.0614159893630801,0.0671698867996153,1.22129126613589,-0.0377781340953602,1.21938319641777,-0.0844779636685814,1.18047475950107,0.0714859728259613,-0.0486845180037858,-0.0152611336939431,1.03213421275062,0.0638683421296302,-0.0375923902847443,-0.0833086057319478,"1"
-0.135091761976952,-0.0999613823178877,-0.0272545456444103,-0.0551577250507283,1.16726463242726,-0.187221867153648,1.17809822080631,-0.186758313080254,1.10827821428208,-0.10467466747255,-0.0152138886766167,-0.135091761976952,1.02256722572822,-0.014263480966989,-0.144985036550901,-0.178101307058145,"1"
0.0434209231121962,-0.0272327358728451,-0.0262876106001322,0.00811515869094589,1.13537925528093,-0.0271590188677015,1.20028008538336,-0.0333332513708202,1.0709455037265,0.000261213691668569,-0.0322438915260355,0.0434209231121962,1.00169073094025,0.0128643000166502,-0.00225393478723574,-0.00268201428833121,"1"
-0.0108708374981735,-0.0267406379831389,0.0178497492854676,0.0201298804017689,1.09394156967893,-0.021900902917464,1.06633772128975,-0.0525609160209032,1.07810880620011,-0.0398853775260926,0.0155325652697823,-0.0108708374981735,1.00473085191137,0.096170272393855,0.0172603672751465,-0.0254770201955548,"1"
-0.0348901225251918,-0.0150818672438358,0.0104854164996829,-0.00531547550798458,1.11045786457522,-0.0201787888778922,1.08118740189792,-0.0116363136615627,1.08738828298609,0.0410187044020684,-0.00623771888404938,-0.0348901225251918,1.03333285356484,0.0210414685268064,-0.0281127072815083,-0.0115218601664207,"1"
-0.0235359285894832,-0.0460609442693943,-0.0540648531778198,-0.0133070959274898,1.10956413053066,-0.0330884257677,1.15782459150915,-0.0384414619691432,1.06551214152491,-0.0456984859473072,-0.0188854433213594,-0.0235359285894832,1.02955520123589,0.0892212139700269,-0.0420830115155948,-0.0348015455539584,"1"
-0.0608628223904539,0.00503609901437356,0.016848771894375,0.111483004591598,1.16361157250537,0.0543185665187272,1.14894484695584,-0.0219609879510956,1.08023673484739,0.0924073350199019,0.0517576388294439,-0.0608628223904539,1.01166607107581,0.027462895332566,0.0953266131626754,-0.000898710342647603,"1"
-0.0632483478566008,0.00523656158023133,-0.0595570162734946,-0.0616558309891739,1.1436811188192,-0.0367583148166761,1.13634448309119,-0.019054189096846,1.01469719414762,0.0484149716066431,-0.0393408364116211,-0.0632483478566008,1.02225641710927,-0.0259014651302987,-0.0109457477712927,-0.00831053937884732,"1"
-0.082495673065766,-0.124944392322923,-0.123246261613323,-0.0175573385010521,1.2204202695709,-0.0653715964441023,1.13108697321204,-0.148033293132577,1.17000086942495,-0.009219535447185,-0.135578028984025,-0.082495673065766,1.05571389090503,-0.0929673531183044,-0.0844451468082591,-0.165998341883404,"1"
-0.044598305317799,-0.0897486091599581,-0.104785905316352,-0.0510193333135613,1.28596605223491,-0.060469971798547,1.31266098005783,-0.0906662960250362,1.13870344346978,-0.033745626581708,-0.0962807388147168,-0.044598305317799,1.04577566132312,0.0364906192762573,-0.0964831826211493,-0.101381646485635,"1"
-0.133730926117939,-0.203132257642157,-0.183738246722055,-0.165013536257188,1.32450834646361,-0.111855253366547,1.19357113304271,-0.121718659111035,1.00996306831534,-0.0408587269492624,-0.214515430670258,-0.133730926117939,1.03351222452545,-0.0864510346738113,-0.137162163704546,-0.121769400814886,"1"
-0.0656158110465021,-0.046491441322622,-0.00836122488819692,-0.0533510977497654,1.19408838847756,-0.0439757059420339,1.18793166222691,-0.0340677743862425,1.0037684261382,-0.0231658564128086,0.0072953220998718,-0.0656158110465021,1.01124772695659,0.000984831267945027,0.0135558341286628,-0.0128580160724968,"1"
-0.0304212816598927,-0.067105468026295,-0.03379464746355,0.0281419813091193,1.11300579275895,0.0223577601744066,1.17469003195419,-0.0149657988960253,1.10172326712604,0.0120942683188262,-0.00983509097724165,-0.0304212816598927,1.05673936123347,-0.0552209037138098,0.0101040903099043,-0.0366725141715143,"1"
-0.0506545125224528,0.0171813676343858,0.0320638960361132,-0.0723535279526125,1.15402398842127,-0.0229227535606188,1.12396523096559,0.000454309557448747,0.959485589086166,0.0695822190931586,0.0154615619674592,-0.0506545125224528,1.02906510378782,0.0201369552805523,-0.00326520630699931,0.00471973841399988,"1"
-0.0702089801233125,0.00593032761262019,-0.0402462543983698,0.0152519845415662,1.18073899045472,-0.045939695127483,1.13806304373412,-0.0818645085855139,1.08058706073188,0.0318967905745456,-0.000875160517903245,-0.0702089801233125,0.98451158425416,-0.0415238308672614,-0.0182763973256352,-0.0362231918234167,"1"
-0.0738905579670554,-0.0368279149457513,-0.0388250767205838,-0.0205563447789364,1.15181861256454,-0.101489181746539,1.20468227271909,-0.0909869409283739,1.03807418177581,0.0309810393272609,-0.0787675059339821,-0.0738905579670554,1.01566327268535,-0.0364588767854579,-0.0376386751431417,-0.0750656670313782,"1"
-0.0505540474698825,-0.0259183137835285,-0.0321243941116182,-0.0965996855041115,1.12691106021073,-0.0601313294522676,1.09728737331956,-0.0136705876805163,0.990003094225468,-0.0722544520307744,-0.00992224846689058,-0.0505540474698825,1.02468926290568,0.00338378384627818,-0.0495600814756591,-0.00523539357669532,"1"
-0.00948645728572154,0.0292749426629288,0.0195760437988411,0.0428255646591765,1.09257705874644,-0.0137035318051977,1.11555533197107,-0.037576097471649,1.08714424196401,0.0164355708358165,0.00505636531162183,-0.00948645728572154,0.995467184980872,0.0243362598240468,0.037585218918693,-0.00085164320629713,"1"
0.0221054757153053,-0.127106951107824,-0.0293892023929904,-0.0517691717032227,1.00949209619825,-0.0249496144511958,1.0991114011254,0.00854178709564591,1.0080745656179,0.0147020089064352,-0.00533236657729,0.0221054757153053,1.05670671761945,0.0636769758483891,-0.0194707201232639,-0.0136524841681624,"1"
-0.0439890465917962,-0.0998287184011106,-0.02924646355602,-0.0044250743488769,1.14408034637965,-0.0389432805445458,1.13461483837651,-0.0182224117891282,1.09555726886162,-0.0819366566130009,-0.0213277301236328,-0.0439890465917962,1.07086460040878,0.0115995290858149,-0.033367198315396,-0.0525221238404131,"1"
-0.0306284022651062,-0.05391377195736,-0.0788283869565853,-0.0911913075765337,1.11953033693135,-0.0363101094268048,1.07638507764848,-0.0522927203218201,0.980375558112066,0.0079608571716076,-0.0314606216404074,-0.0306284022651062,1.02308522701789,-0.0257288454939648,-0.0508230437435326,-0.0426892644315285,"1"
0.00338071636245493,-0.118814482906856,-0.00770809024362216,0.0256448847926388,1.12258126864921,0.00266975915528505,1.15752116521438,0.0302720889092992,1.10476637630313,0.00626559991693447,-0.0280590142578053,0.00338071636245493,1.07160763926304,0.145631368968995,-0.00337371179981598,-0.00641126292278101,"1"
-0.0428236106853508,-0.00219443301290724,0.023880544484837,-0.0170251367111583,1.12879297881718,0.000762216068487099,1.04850063739097,-0.0313815740549304,1.02596144896286,-0.0452509083675387,0.0136133714902494,-0.0428236106853508,1.03423076395579,0.0909073227244773,-0.0161462444308773,-0.0321104507776644,"1"
0.0481999177659225,0.0239618642656121,0.0511729620592911,-0.062135811538484,1.13849689248922,-0.0227549850131392,1.15480344811355,0.024235941417081,1.00602357800734,-0.0648453308661095,0.0688385585686673,0.0481999177659225,0.998331345029633,0.0467102108896526,-0.00890970309144444,0.0602684313215795,"1"
0.0370808768899832,-0.126454872135703,-0.0346435981491594,-0.0140972766083855,1.01686088266363,-0.0203704658601187,1.1860147445912,0.0488159783714266,1.09553519098442,-0.0415184899592736,-0.0363169404237887,0.0370808768899832,1.08690508595848,0.171789592292581,0.0121677973442048,-0.00276342052837737,"1"
0.0910194453297155,0.00561799987892567,-0.010054148374103,0.063535387801504,1.12073319524311,-0.011661845777937,1.11859598779773,0.0496210121639798,1.10507807795454,-0.0472203220348248,0.00517536380112688,0.0910194453297155,1.05042689532538,0.143979140856597,-0.0123699939030545,0.0326596540473518,"1"
0.0162434659810094,-0.0954686248366956,-0.141859675647645,-0.0061601416577187,1.21431223195437,-0.0343228793557051,1.16469290839074,-0.0114472027762978,1.18085943093103,-0.104067937062318,-0.160908655202151,0.0162434659810094,1.05208982786543,-0.0628186022179976,-0.0362321238235927,-0.0289589852671046,"1"
-0.0574702697380911,-0.116451935807347,-0.0412919429739727,0.0078836269790332,1.19118740109817,-0.0713593069438537,1.15504442275874,-0.0299067973365613,1.07802373068914,-0.034585377909235,-0.0448650457430027,-0.0574702697380911,1.06170774611264,0.0544615819157117,-0.0342557279149687,-0.0557238907827947,"1"
-0.0495698858941921,0.0837870830127317,0.00125693664559005,0.0233240179520855,1.13303960031421,-0.00359270833559618,1.14509464367831,-0.0197089680785672,1.09462817533194,0.0990039451942902,-0.0218786475406738,-0.0495698858941921,1.04444753889807,-0.0156597285144466,-0.0239164971479138,-0.0300286092077776,"1"
0.0483422161372698,0.0795743731276515,0.0827818111916192,0.0580691225796062,1.1444907534289,0.036016855757341,1.18217518357346,0.0237429190692766,1.10626811556515,0.0334307338710155,0.0352377961227042,0.0483422161372698,1.05100911463449,-0.0481287086509194,0.0357542025059591,0.00664178760867614,"1"
-0.0271324155344034,-0.0228784840519592,0.00328666875586522,0.00630245739220202,1.23398066301284,-0.0338442164326714,1.2103004023404,0.00745446245888718,1.11570332821382,-0.0234659950332746,-0.0573504957602276,-0.0271324155344034,1.05847055280289,0.124826471359671,-0.0215024479441247,-0.0163577581353184,"1"
0.0819352766272997,-0.124853512645785,0.0117230779818722,0.0622591488473295,1.14704630931079,-0.00555557684613163,1.19661216893831,0.0483314492055582,1.09008446936793,0.0717177081511066,0.0248960288534545,0.0819352766272997,1.08391244695432,0.0486482714535517,0.0245915361530469,-0.000472062765815444,"1"
-0.0222506044279018,-0.031021280469219,-0.0779146996631651,-0.0535962617714088,1.11984168703507,-0.0188781713383932,1.14042409236479,-0.0226196200737505,1.02578958784632,-0.0872912250309193,-0.0208193430258257,-0.0222506044279018,1.06237746968456,-3.79577057741069e-05,-0.021459876126784,-0.0492303911612153,"1"
-0.091169831897341,0.0466000465869103,-0.0351141149388859,-0.00230328316571799,1.12403635119504,-0.00223541253232237,1.18843506823964,-0.0355992455129772,1.00460109020384,0.103479485970796,-0.025325750153364,-0.091169831897341,1.02570290555776,0.176853232445687,-0.00997097392950968,-0.0283127996003103,"1"
-0.030627228876339,-0.0168951735782295,-0.0197430579817987,0.0935558559197993,1.16000821319102,0.010371797177726,1.20189219430627,-0.115923539848203,1.12498845304033,0.0699149282844077,-0.0448280882808124,-0.030627228876339,0.967119756724921,0.0658214697791858,0.013571753852704,-0.0552865511936869,"1"
-0.0179830982105227,-0.0111276092354515,-0.025006759469544,-0.0337305973543583,1.15780994006694,-0.0279696016069778,1.11916767714546,-0.0172059798166711,1.03266072903629,0.0555653476003464,-0.0255942225293372,-0.0179830982105227,1.01141220945151,-0.0120680423268264,-0.0271833610710648,0.00421068871452827,"1"
-0.0480334063104912,-0.0160492663464763,-0.0837201780971296,-0.0572269643462559,1.21932515731577,-0.045880182270428,1.12882817538863,-0.0916759179533574,1.02805779551838,-0.0413150237402514,-0.0653140795454872,-0.0480334063104912,1.01398065643023,-0.0428266948367764,-0.0380594311709691,-0.074233023430839,"1"
0.00554230087091971,0.00124912776766503,0.0079833771748339,-0.066066076336612,1.14932559646108,-0.043510800265201,1.22020903061853,-0.0017573604465315,1.00351823986316,-0.0261385771411298,0.0463880662943659,0.00554230087091971,1.00951149495067,0.00947067650787156,-0.0105166177159995,0.02191641315798,"1"
0.0631975610358205,0.0200373675924556,0.0439728806406584,-0.00106573381992994,1.07747325432248,0.0170323539901547,1.14774324822909,0.0642899487484295,1.07278808004612,-0.0476914432448344,0.0471343990314697,0.0631975610358205,1.07784580214834,0.025957243892597,0.0213385406536282,0.0204549867292667,"1"
-0.0780424522158226,-0.0850399686740269,-0.0262250294920469,-0.064800036010381,1.11480732500546,-0.0165679834354858,1.13418049767757,-0.0572827340189414,1.03048313476664,-0.056824659580088,-0.0178743357045938,-0.0780424522158226,0.983956943627274,-0.0192969011428509,-0.014860283032113,-0.00986162521362146,"1"
-0.0664229947737992,-0.097017790039198,-0.0127601635819353,0.010778825429941,1.01871278968144,0.0120101618854045,1.21869178218346,-0.0116877592097103,1.02752179405504,0.0211822550708419,-0.0176073078659269,-0.0664229947737992,1.04488579600247,0.127601640265265,0.00180703186523998,-0.0225020051979033,"1"
0.0130681635124092,-0.105975610895021,0.0325328223173706,0.0519027032660368,1.06192035126783,-0.0248442755301242,1.15895883656374,0.0125435659472501,1.11621195145107,0.0860562648547913,0.0268503955959119,0.0130681635124092,1.02719497263175,-0.0185638637668139,0.0059096043623121,0.0187118533325416,"1"
-0.0357237707024538,0.0505131279068826,-0.00799118232596491,0.0601596029149466,1.09377652260683,0.0682450797706698,1.10031225974133,-0.0460744404090256,1.11068176876344,0.121015922823325,0.00148028290241359,-0.0357237707024538,1.01605417488632,-0.0495560571608341,0.0129845071241224,-0.029739956190833,"1"
-0.0907905707213086,-0.137990374324544,-0.0577302629472859,0.00504413413705754,1.21082575522908,-0.0799755051940159,1.18885035048111,-0.0635546831194247,1.08553145763682,0.00768105765514731,-0.0368423416048965,-0.0907905707213086,1.04293952870542,-0.0466808052282241,-0.0667080935711242,-0.0720729813978476,"1"
-0.0949040778131518,-0.0801440676050712,-0.109035675895489,0.00960738534586106,1.26351535464795,-0.0717298745268129,1.2638914536317,-0.079534798960735,1.14756139712841,-0.0453239085995755,-0.0889576548740559,-0.0949040778131518,1.07267940179324,-0.0108921388017729,-0.0881660771142829,-0.113195354581292,"1"
0.0143062128101331,-0.101725919985596,-0.0580946162270031,0.0783303060864225,1.15444332083917,-0.0115622981855778,1.06691553104037,-0.0308126626600647,1.08747056407591,0.0950733037913754,-0.0371947576201258,0.0143062128101331,0.990458265074679,-0.00147778441267667,0.0513375937308685,0.0112582489814364,"1"
0.00732259630047323,-0.0443905148608362,0.0534517869100926,0.00841954331115697,1.12058994169146,-0.0198646766786734,1.19735680969943,0.00906871986364987,1.03934978264337,-0.0169004197214358,0.0325030259744912,0.00732259630047323,1.05515193513181,-0.0614463197453151,-0.00124159026509862,-0.0116829897577074,"1"
0.0157712064931234,0.00178186053776993,0.012818096755818,0.106723660779484,1.11602180844862,0.00312652808553626,1.17842012904316,-0.0329998463348321,1.16392996171139,0.0824218469485253,0.0115298353574519,0.0157712064931234,1.00703954717707,0.0089566668372342,0.0100256202371386,-0.00763704547497869,"1"
-0.105099312391429,-0.0816323953362764,-0.0228110470147308,-0.101635131069687,1.12262941757908,-0.0638550369238918,1.1214152841319,-0.0574790989534007,1.00781167972211,-0.114924211846159,-0.0158750583376583,-0.105099312391429,1.01330771759291,-0.043385177673528,-0.0443002138378499,-0.0387415606569841,"1"
-0.115451089244764,-0.0432609802134623,-0.0462531251380133,-0.00245579155452869,1.14351915466639,-0.0100919679683707,1.07735283913739,-0.0430069381710626,1.05015258679501,0.074491685037186,-0.0346949544969781,-0.115451089244764,1.00250587132466,0.0264505122428735,-6.89048824444668e-05,-0.013465243019453,"1"
0.0293981078663309,-0.000318249954020933,0.0229800258317735,0.0317125896599528,1.16346261074527,-0.00174914412587316,1.16710639627423,-0.00461051789913806,1.09243696794366,0.033533896594308,0.0390084884538792,0.0293981078663309,1.01111879512449,-0.0376106530234137,0.000871027467347578,0.0173757704615964,"1"
0.0168131705785659,-0.0514262415882828,-0.0182110955603315,-0.0666596902595652,1.08891580005392,-0.0207624424984481,1.13993739683817,-0.0111358874887987,1.0272453854793,-0.0288960022816308,0.015219000282224,0.0168131705785659,1.05300173765203,-0.0461821214046066,-0.0273826869653619,-0.0294943806208711,"1"
-0.052793107460495,-0.0464807688012863,-0.162237565878259,-0.0122493166596978,1.24606022855161,-0.0600150393290062,1.19172840260705,-0.0547377695126342,1.18320537193243,0.020374180015783,-0.127996201214777,-0.052793107460495,1.07083977704322,-0.0799568081514361,-0.0810028969739517,-0.0877406219549676,"1"
-0.0563443614420459,-0.0358341764057955,0.00548171469697157,0.100549038415046,1.16153256908887,-0.0473525210217106,1.13034931300553,-0.0205879230513273,1.11614624591962,-0.015420596891758,0.031571115845691,-0.0563443614420459,1.0041084481264,-0.00914065047473463,0.0159378200250212,0.00803441657758522,"1"
-0.00278160502646405,-0.0174613247533627,-0.0306768371446842,-0.0204795356810952,1.12187885287363,0.0184221040417776,1.0859442371883,-0.047016084930746,1.03242943237722,-0.0140387776881078,-0.00130633385770029,-0.00278160502646405,1.00245030196746,0.0399045005864343,0.0267705857477659,-0.0175436912872643,"1"
-0.0019789053574294,0.000250789755514799,-0.00108091673384819,-0.0182719831327278,1.07329980945728,0.0167869925844902,1.06700762031645,-0.0014897037135601,1.03303717756308,0.0229017490090172,0.028879774455198,-0.0019789053574294,0.989735531150475,-0.0355517916361771,0.0338066855232462,0.042614864281932,"1"
-0.0787835777885844,-0.0326126612848182,-0.0592443314687219,0.0143097818247008,1.10825561547053,7.30103954917601e-05,1.1660129867353,-0.0333875752140718,1.10658211538497,0.0446156827331107,-0.0383790032899208,-0.0787835777885844,1.06604420135068,0.0054761717556584,-0.00943600687967382,-0.0629393793340875,"1"
0.0253192939631082,-0.049719319433432,-0.0876422190586715,-0.0264363916846984,1.17934244992253,0.0147200880437322,1.1638153582247,-0.0118715086796157,1.06424945388161,-0.0177975374546141,-0.0854545924904996,0.0253192939631082,1.09952681675073,-0.00313429690042915,-0.0211235100531258,-0.0712515070295054,"1"
0.0150220677687003,0.0101167070863585,0.0277940841031965,0.0482242888097967,1.14060363058545,-0.0215024285073721,1.02150331347704,0.00747136217933082,1.11730061061736,0.0394210587379222,0.00353638654463815,0.0150220677687003,1.04242415901498,0.0652506145591057,-0.0104742629049355,-0.0011994603528617,"1"
-0.0996038140220809,-0.0358124407448529,0.0198062385851872,0.0362235115986798,1.17271337291,-0.0448040850741118,1.13401769557397,-0.0343787705831078,1.08600098047831,0.053550482300482,-0.0125012350951785,-0.0996038140220809,1.03494671979353,0.0809391572026455,-0.0156660829309297,-0.0357728871032864,"1"
-0.0711852741611957,-0.0414585103889833,-0.0775421640186283,-0.0134641188608371,1.11271217617831,-0.00330207439005694,1.19125181844825,-0.0425442679821504,1.10259554200745,0.0287016296527853,-0.0840635016261005,-0.0711852741611957,1.03158720125202,0.0121551064367287,-0.0289317646329045,-0.0408129990290103,"1"
-0.0850704080016566,-0.131200848649873,-0.125752629536995,-0.0238462299199554,1.16138975968557,-0.0601283301750142,1.333148926082,-0.10534332805103,1.09209733155883,-0.0433007741153841,-0.100311803224251,-0.0850704080016566,1.08120646170729,-0.115339084118971,-0.121559500287111,-0.14485787866044,"1"
-0.0123171746896751,-0.034063621588903,-0.0258730468827774,-0.0254501181723608,1.14934368704022,-0.0123446530291857,1.21380168689145,-0.0305420670912143,1.02844651404461,0.0278711449932939,0.00388037116634283,-0.0123171746896751,1.01362469781994,0.0315933291597462,0.0155714733271291,-0.0115782097116651,"1"
0.0475341247630293,-0.0515038267573547,-0.0816278593277911,-0.000392542281354793,1.2216130539539,0.0265939384355647,1.20213663778225,-0.0263707318464735,1.07441990937884,0.0286216312933744,-0.121480825790435,0.0475341247630293,1.02937877776967,0.0510129138441832,-0.0122681507203584,-0.0225176221551659,"1"
-0.0995113517190587,-0.0766788458277921,-0.076711091550505,-0.0235173524217614,1.11792401632436,-0.0167227611259112,1.12021295103455,-0.0626901797785754,1.0465712678183,0.0427170634782955,-0.0547437697765906,-0.0995113517190587,1.01149247377485,0.0386650062835068,-0.00408706469420207,-0.0423406839693402,"1"
