"Gamma_C3","Beta_P7","Beta_C4","Theta_O1","Gamma_O1","d.g_O2","Beta_P8","Theta_C4","Beta_O1","d.g_P8","Clas"
0.0317324868717891,-0.0114482684837853,0.0190139913165816,-0.0454066759810862,0.00239110351733298,1.14486421805599,-0.0335604346834362,-0.0119052790312073,-0.0140680030885132,1.13582218624487,"1"
0.00426035057302409,0.0677802296540042,-0.0304511469195951,-0.0334709261312445,-0.024094847747488,1.11586541955693,0.0114029991844407,-0.0532696830181765,-0.00395294382113318,1.17757810154972,"1"
-0.0375923902847443,-0.0844779636685814,0.0181976957366107,-0.0641826797581916,-0.113528471967046,1.21938319641777,-0.0614159893630801,0.0714859728259613,-0.0970717745899453,1.22129126613589,"1"
-0.144985036550901,-0.186758313080254,-0.0583057053455737,-0.0999613823178877,-0.0945126119180631,1.17809822080631,-0.0272545456444103,-0.10467466747255,-0.0933304339250839,1.16726463242726,"1"
-0.00225393478723574,-0.0333332513708202,-0.0193723664652547,-0.0272327358728451,-0.0386748640815855,1.20028008538336,-0.0262876106001322,0.000261213691668569,-0.0440697562407528,1.13537925528093,"1"
0.0172603672751465,-0.0525609160209032,-0.00117309987783739,-0.0267406379831389,0.0027583499642915,1.06633772128975,0.0178497492854676,-0.0398853775260926,-0.00492492175033317,1.09394156967893,"1"
-0.0281127072815083,-0.0116363136615627,0.0210761879605279,-0.0150818672438358,-0.00136592661366574,1.08118740189792,0.0104854164996829,0.0410187044020684,-0.0164621782055915,1.11045786457522,"1"
-0.0420830115155948,-0.0384414619691432,-0.0104623353473652,-0.0460609442693943,-0.0249392919765165,1.15782459150915,-0.0540648531778198,-0.0456984859473072,-0.0423553338914097,1.10956413053066,"1"
0.0953266131626754,-0.0219609879510956,0.0625706893965181,0.00503609901437356,-0.00780497584949577,1.14894484695584,0.016848771894375,0.0924073350199019,-0.0425168782497675,1.16361157250537,"1"
-0.0109457477712927,-0.019054189096846,-0.0259765873862271,0.00523656158023133,-0.0479887257731937,1.13634448309119,-0.0595570162734946,0.0484149716066431,-0.0455847068734088,1.1436811188192,"1"
-0.0844451468082591,-0.148033293132577,-0.0350480535282089,-0.124944392322923,-0.138915130459543,1.13108697321204,-0.123246261613323,-0.009219535447185,-0.178545698697904,1.2204202695709,"1"
-0.0964831826211493,-0.0906662960250362,-0.0962094093000698,-0.0897486091599581,-0.153521636819795,1.31266098005783,-0.104785905316352,-0.033745626581708,-0.117791577800988,1.28596605223491,"1"
-0.137162163704546,-0.121718659111035,-0.164632145248082,-0.203132257642157,-0.191597209392434,1.19357113304271,-0.183738246722055,-0.0408587269492624,-0.219757053106055,1.32450834646361,"1"
0.0135558341286628,-0.0340677743862425,-0.0336161982585103,-0.046491441322622,-0.0239527228257784,1.18793166222691,-0.00836122488819692,-0.0231658564128086,-0.0336559329551727,1.19408838847756,"1"
0.0101040903099043,-0.0149657988960253,-0.0139011767535082,-0.067105468026295,-0.0563365191314798,1.17469003195419,-0.03379464746355,0.0120942683188262,-0.0398163177118144,1.11300579275895,"1"
-0.00326520630699931,0.000454309557448747,0.0300474104225681,0.0171813676343858,0.00763250158376811,1.12396523096559,0.0320638960361132,0.0695822190931586,0.0182146361402719,1.15402398842127,"1"
-0.0182763973256352,-0.0818645085855139,-0.0290656509575391,0.00593032761262019,0.000335519258243034,1.13806304373412,-0.0402462543983698,0.0318967905745456,-0.061091163662454,1.18073899045472,"1"
-0.0376386751431417,-0.0909869409283739,-0.0174344345214602,-0.0368279149457513,-0.0829338589908649,1.20468227271909,-0.0388250767205838,0.0309810393272609,-0.0558225699376864,1.15181861256454,"1"
-0.0495600814756591,-0.0136705876805163,-0.05364011829294,-0.0259183137835285,-0.00807470035502605,1.09728737331956,-0.0321243941116182,-0.0722544520307744,-0.0288162912834602,1.12691106021073,"1"
0.037585218918693,-0.037576097471649,0.029704426849663,0.0292749426629288,-0.0133991936907294,1.11555533197107,0.0195760437988411,0.0164355708358165,-0.0304348055180796,1.09257705874644,"1"
-0.0194707201232639,0.00854178709564591,-0.0105888686461594,-0.127106951107824,-0.0623799001009952,1.0991114011254,-0.0293892023929904,0.0147020089064352,-0.0688275545725384,1.00949209619825,"1"
-0.033367198315396,-0.0182224117891282,-0.0455044839207949,-0.0998287184011106,-0.0427003334576717,1.13461483837651,-0.02924646355602,-0.0819366566130009,-0.0523544088770949,1.14408034637965,"1"
-0.0508230437435326,-0.0522927203218201,0.0124032532668676,-0.05391377195736,-0.0626196117418503,1.07638507764848,-0.0788283869565853,0.0079608571716076,-0.078282349707015,1.11953033693135,"1"
-0.00337371179981598,0.0302720889092992,-0.0415374990524979,-0.118814482906856,-0.0242728920448209,1.15752116521438,-0.00770809024362216,0.00626559991693447,-0.0596667399224709,1.12258126864921,"1"
-0.0161462444308773,-0.0313815740549304,0.0154671207467686,-0.00219443301290724,-0.0367392421760933,1.04850063739097,0.023880544484837,-0.0452509083675387,-0.0292659934061101,1.12879297881718,"1"
-0.00890970309144444,0.024235941417081,-0.0528109740268072,0.0239618642656121,0.0653595573545552,1.15480344811355,0.0511729620592911,-0.0648453308661095,0.0546353680244644,1.13849689248922,"1"
0.0121677973442048,0.0488159783714266,-0.029319388079643,-0.126454872135703,-0.0525986278660365,1.1860147445912,-0.0346435981491594,-0.0415184899592736,-0.0455474137585402,1.01686088266363,"1"
-0.0123699939030545,0.0496210121639798,0.0190021531664886,0.00561799987892567,0.0265776823128343,1.11859598779773,-0.010054148374103,-0.0472203220348248,-0.00583530100901729,1.12073319524311,"1"
-0.0362321238235927,-0.0114472027762978,-0.103035351025127,-0.0954686248366956,-0.114789599547917,1.16469290839074,-0.141859675647645,-0.104067937062318,-0.100843112767968,1.21431223195437,"1"
-0.0342557279149687,-0.0299067973365613,-0.0490328747850028,-0.116451935807347,-0.0498935788532482,1.15504442275874,-0.0412919429739727,-0.034585377909235,-0.0285591252998385,1.19118740109817,"1"
-0.0239164971479138,-0.0197089680785672,0.0122395095298812,0.0837870830127317,0.00544114800364004,1.14509464367831,0.00125693664559005,0.0990039451942902,-0.0026250403564421,1.13303960031421,"1"
0.0357542025059591,0.0237429190692766,-0.0035300389760815,0.0795743731276515,0.040256378645385,1.18217518357346,0.0827818111916192,0.0334307338710155,0.0849300114673031,1.1444907534289,"1"
-0.0215024479441247,0.00745446245888718,-0.0527418812154774,-0.0228784840519592,-0.0181404022918412,1.2103004023404,0.00328666875586522,-0.0234659950332746,0.000860848968411274,1.23398066301284,"1"
0.0245915361530469,0.0483314492055582,0.0211987391678378,-0.124853512645785,0.0377772795185918,1.19661216893831,0.0117230779818722,0.0717177081511066,0.0534683174386087,1.14704630931079,"1"
-0.021459876126784,-0.0226196200737505,-0.0690161828546074,-0.031021280469219,-0.00870092294589809,1.14042409236479,-0.0779146996631651,-0.0872912250309193,-0.0145058337001808,1.11984168703507,"1"
-0.00997097392950968,-0.0355992455129772,0.0154009760477435,0.0466000465869103,-0.0265991281173286,1.18843506823964,-0.0351141149388859,0.103479485970796,-0.0406501455586695,1.12403635119504,"1"
0.013571753852704,-0.115923539848203,0.0470107056914439,-0.0168951735782295,-0.0998415135584092,1.20189219430627,-0.0197430579817987,0.0699149282844077,-0.0815663151734543,1.16000821319102,"1"
-0.0271833610710648,-0.0172059798166711,-0.0148080491980721,-0.0111276092354515,-0.0298346650966936,1.11916767714546,-0.025006759469544,0.0555653476003464,-0.0606718181983916,1.15780994006694,"1"
-0.0380594311709691,-0.0916759179533574,-0.0820617530170202,-0.0160492663464763,-0.064330602770262,1.12882817538863,-0.0837201780971296,-0.0413150237402514,-0.0742273068885336,1.21932515731577,"1"
-0.0105166177159995,-0.0017573604465315,-0.0229043147622992,0.00124912776766503,0.0229676847067086,1.22020903061853,0.0079833771748339,-0.0261385771411298,0.0170876789223772,1.14932559646108,"1"
0.0213385406536282,0.0642899487484295,-0.0138477200504857,0.0200373675924556,0.0383941572846105,1.14774324822909,0.0439728806406584,-0.0476914432448344,0.0562643704189162,1.07747325432248,"1"
-0.014860283032113,-0.0572827340189414,-0.0114235711635927,-0.0850399686740269,-0.0465649601100848,1.13418049767757,-0.0262250294920469,-0.056824659580088,-0.044384464813299,1.11480732500546,"1"
0.00180703186523998,-0.0116877592097103,0.0458179013495838,-0.097017790039198,-0.0237263167629878,1.21869178218346,-0.0127601635819353,0.0211822550708419,-0.048129360234614,1.01871278968144,"1"
0.0059096043623121,0.0125435659472501,0.0313579592894584,-0.105975610895021,0.00116493178670238,1.15895883656374,0.0325328223173706,0.0860562648547913,-0.0179197111350352,1.06192035126783,"1"
0.0129845071241224,-0.0460744404090256,0.0519511667447252,0.0505131279068826,-0.0503943997250515,1.10031225974133,-0.00799118232596491,0.121015922823325,-0.00662247008817284,1.09377652260683,"1"
-0.0667080935711242,-0.0635546831194247,-0.0363789200640029,-0.137990374324544,-0.118678969698644,1.18885035048111,-0.0577302629472859,0.00768105765514731,-0.124508410766771,1.21082575522908,"1"
-0.0881660771142829,-0.079534798960735,-0.024848749692902,-0.0801440676050712,-0.0563544471124849,1.2638914536317,-0.109035675895489,-0.0453239085995755,-0.0592108377233289,1.26351535464795,"1"
0.0513375937308685,-0.0308126626600647,0.0312889299894999,-0.101725919985596,0.0107293153289296,1.06691553104037,-0.0580946162270031,0.0950733037913754,-0.0225987260487505,1.15444332083917,"1"
-0.00124159026509862,0.00906871986364987,-0.00534867688642401,-0.0443905148608362,0.0267581093004476,1.19735680969943,0.0534517869100926,-0.0169004197214358,0.0715233048264697,1.12058994169146,"1"
0.0100256202371386,-0.0329998463348321,0.0338638007537104,0.00178186053776993,-0.0121918087152201,1.17842012904316,0.012818096755818,0.0824218469485253,-0.0132697257126284,1.11602180844862,"1"
-0.0443002138378499,-0.0574790989534007,-0.110556477117469,-0.0816323953362764,-0.0527827773810212,1.1214152841319,-0.0228110470147308,-0.114924211846159,-0.0572436679925168,1.12262941757908,"1"
-6.89048824444668e-05,-0.0430069381710626,0.0448462389624909,-0.0432609802134623,-0.0507458705394667,1.07735283913739,-0.0462531251380133,0.074491685037186,-0.0343506579475767,1.14351915466639,"1"
0.000871027467347578,-0.00461051789913806,0.0173588902855559,-0.000318249954020933,0.00985751456739195,1.16710639627423,0.0229800258317735,0.033533896594308,0.00935217422378099,1.16346261074527,"1"
-0.0273826869653619,-0.0111358874887987,-0.0173503163352806,-0.0514262415882828,-0.026694723567188,1.13993739683817,-0.0182110955603315,-0.0288960022816308,0.0074345551767682,1.08891580005392,"1"
-0.0810028969739517,-0.0547377695126342,-0.0312695569276642,-0.0464807688012863,-0.123383920460673,1.19172840260705,-0.162237565878259,0.020374180015783,-0.105414066542199,1.24606022855161,"1"
0.0159378200250212,-0.0205879230513273,0.00677477668971763,-0.0358341764057955,-0.00961779721035074,1.13034931300553,0.00548171469697157,-0.015420596891758,0.00257603978419693,1.16153256908887,"1"
0.0267705857477659,-0.047016084930746,0.0259681998537653,-0.0174613247533627,-0.000665740726488948,1.0859442371883,-0.0306768371446842,-0.0140387776881078,0.024645153762217,1.12187885287363,"1"
0.0338066855232462,-0.0014897037135601,0.000765704659293382,0.000250789755514799,-0.00618038389567442,1.06700762031645,-0.00108091673384819,0.0229017490090172,-0.0837246233608754,1.07329980945728,"1"
-0.00943600687967382,-0.0333875752140718,-0.0492888665232699,-0.0326126612848182,-0.0492134627260076,1.1660129867353,-0.0592443314687219,0.0446156827331107,-0.0383875562151688,1.10825561547053,"1"
-0.0211235100531258,-0.0118715086796157,0.0236920776447723,-0.049719319433432,-0.0906831314479143,1.1638153582247,-0.0876422190586715,-0.0177975374546141,-0.0856566744459529,1.17934244992253,"1"
-0.0104742629049355,0.00747136217933082,0.00581809352286361,0.0101167070863585,0.000140612929645815,1.02150331347704,0.0277940841031965,0.0394210587379222,0.0079257822464786,1.14060363058545,"1"
-0.0156660829309297,-0.0343787705831078,0.0177204761885386,-0.0358124407448529,-0.0433959729219627,1.13401769557397,0.0198062385851872,0.053550482300482,-0.0345127487317198,1.17271337291,"1"
-0.0289317646329045,-0.0425442679821504,-0.0366639332990169,-0.0414585103889833,-0.0593567914895478,1.19125181844825,-0.0775421640186283,0.0287016296527853,-0.045903298771397,1.11271217617831,"1"
-0.121559500287111,-0.10534332805103,-0.0598880355380612,-0.131200848649873,-0.118535657297092,1.333148926082,-0.125752629536995,-0.0433007741153841,-0.166736408932763,1.16138975968557,"1"
0.0155714733271291,-0.0305420670912143,-0.00794000430479875,-0.034063621588903,-0.0360959924491464,1.21380168689145,-0.0258730468827774,0.0278711449932939,-0.0276782434072248,1.14934368704022,"1"
-0.0122681507203584,-0.0263707318464735,-0.0216157628318483,-0.0515038267573547,-0.088368769844179,1.20213663778225,-0.0816278593277911,0.0286216312933744,-0.0882012669847869,1.2216130539539,"1"
-0.00408706469420207,-0.0626901797785754,-0.0159084670912683,-0.0766788458277921,-0.00787804863207745,1.12021295103455,-0.076711091550505,0.0427170634782955,-0.030759509206936,1.11792401632436,"1"
-0.00213127133209394,0.00536539213041505,0.0364866673307572,-0.0516789408203635,-0.00975577530920664,1.08198123275935,-0.0537400099379596,0.0874129756094927,-0.0320221702269394,1.10101792505609,"1"
-0.0387038599216185,-0.0183625648676043,-0.0734527731628612,-0.138043203609067,-0.112286889915662,1.21189222490796,-0.0727712685577643,-0.020748037287972,-0.105938991341643,1.14379860792646,"1"
-0.0248500787093471,-0.0513268078452989,-0.00966728014073564,-0.0508137796508269,-0.0416786825724297,1.10354765223003,-0.0575335437104351,-0.0151349364613384,-0.0727586056512785,1.06580854402209,"1"
-0.0424551503384367,-0.0902218916886516,-0.0155664295360158,-0.103293302562345,-0.0257525613129177,1.08232481975764,-0.0422564636748506,0.0494740989213642,-0.0399578804236971,1.11250387604798,"1"
-0.0526641918950692,-0.0464048590146023,-0.0645732250276555,-0.0863017440801979,-0.125984577247289,1.21391793434216,-0.0789510672907738,0.0459964181568613,-0.109431503110373,1.1344816261118,"1"
-0.128768884055553,-0.169162952310872,-0.127480928005997,-0.199172418163719,-0.171265612977135,1.23541532783796,-0.158798818009664,-0.0981820243216473,-0.190826891947094,1.28266531242164,"1"
0.0380447802769529,0.0331041406218753,0.038816061418777,-0.0724554254386518,0.0233605959266586,1.15091293667525,0.0176153289270734,0.00119617084286973,0.00149694165116913,1.08651459426504,"1"
-0.0343892842620519,-0.0381830719124121,0.00982881502595181,-0.00752572574920199,-0.0123721432776634,1.06678970143807,-0.00461878163365973,0.0246441032601288,0.00257530164617994,1.07168795950951,"1"
-0.0340479247855768,-0.0123935723425305,-0.0910654660350084,0.0348289072938897,-0.000500327813174859,1.17393828146746,0.0215011352080785,-0.102962393708177,0.0324406834578721,1.13753515571279,"1"
-0.00940370081487762,-0.058756266044048,-0.0109504977105717,-0.0930005683897172,-0.0898501604524315,1.10974761616165,-0.0593671510359766,0.109941543006236,-0.086887872308068,1.09603632371069,"1"
-0.0338756790343337,-0.0553030004952762,-0.0275785385087291,0.00111818281905089,-0.0555197108942935,1.15722968479838,-0.0640442686320053,0.0164475089891616,-0.0510705771678467,1.1179252801194,"1"
-0.0621365970468759,-0.0410960637554598,-0.0430818708941018,-0.0513108346023105,-0.0582210641229911,1.09898607811473,-0.0243575788944467,-0.00119103612812285,-0.0260804767848708,1.14236478198543,"1"
-0.0491967685105698,-0.0857151986082726,-0.0188654604501668,-0.112621194736444,-0.0838793674093421,1.18335663565115,-0.0712819877940315,-0.0440173086009612,-0.0861920893484397,1.13379514972054,"1"
-0.0385598236005654,-0.0195406523311533,-0.0252714385863403,-0.00911487478498902,-0.0431388521864996,1.10330173295917,-0.0743615398783706,-0.0270967534857196,-0.0586315282372037,1.21274718740389,"1"
-0.058372717875371,-0.0636879894058535,-0.0159375102897277,-0.078901713885238,-0.092819934144566,1.20972256534031,-0.0673718785433074,0.0101273585437981,-0.0916368546193737,1.18107522618383,"1"
-0.0533386541777798,-0.10429567963569,-0.0106343209876865,-0.104234234893456,-0.0682151579099701,1.20405517407966,-0.0624394648119151,0.0398795955394807,-0.0933228948882916,1.18459351400315,"1"
-0.0191315987426675,-0.0569167979694135,0.00805590608075945,-0.061190776048487,-0.0544876073494016,1.21941322641068,-0.0376736012516981,-0.00811479123246399,-0.0642518799556684,1.10327510320629,"1"
-0.00316219816370348,-0.0268487366690717,0.0195995575288363,0.00320352240563145,-0.0564174687553572,1.15148179084428,-0.0668394585768208,0.0388085276771393,-0.105345983788298,1.13622623130134,"1"
-0.0270197615014427,-0.041379746180646,-0.0145690488817302,-0.0695178341117047,-0.0610494318062445,1.05803158776568,-0.0298215272003027,0.0115500475416518,-0.0341437803418422,1.1272362762162,"1"
-0.023757261445008,-0.0264976330625991,0.021271145788075,-0.070796898049126,-0.0736847873796378,1.11824458290787,-0.039714247355031,-0.00204955346903398,-0.0491152932135834,1.04923028874601,"1"
0.0059605766739078,-0.0213846442111912,-0.00657543743559094,0.00770916518796159,-0.0193204354427822,1.24855021848715,0.0178680921381451,-0.0744938496385132,0.00387092859951379,1.1385463672363,"1"
-0.0588814353263434,-0.0424331593479903,-0.0452351583215507,-0.0784820670891305,-0.0584182832337594,1.14945992786875,-0.0309282783594805,-0.0415643881468574,-0.0857289560688721,1.10646774262696,"1"
-0.0350883134586246,-0.0551814151978529,0.00549003771259659,-0.0189846930823054,-0.0410130092777653,1.09538302801617,-0.0827358215859,0.00533316017974223,-0.0552732040808294,1.06911741169196,"1"
-0.04440174993438,-0.0199025220564472,0.0061655733217652,0.0127189735621807,-0.0131105821877397,1.19557820321674,-0.0188304913549853,0.0327565753787634,0.0277390297765992,1.17251265807517,"1"
-0.118530558229284,-0.111685588820763,-0.123298300836647,-0.0968810686248758,-0.107342447556258,1.24289041525821,-0.121602454250792,-0.0687020520079081,-0.102281011961147,1.18625826606231,"1"
0.0223743117793882,-0.00368979262517555,-0.00105205364410693,-0.00225445980112219,0.0296024539863099,1.21648391862873,-0.0122011746706783,0.00887154847641223,-0.00492339482637697,1.12066638629044,"1"
-0.0672893566695087,-0.0462629423752198,0.0386431895241411,-0.140810753354002,-0.0460705705487822,1.17567781010355,-0.0283434612251279,-0.025768304270419,-0.0494721568125928,1.04244299986006,"1"
-0.0556966803930763,-0.0422069240742858,-0.0444974373429095,-0.011130085280978,-0.0140800887680301,1.13255465510542,-0.0212706724307089,0.0407202296248317,-0.0399533463636495,1.0413067623961,"1"
-0.0309061464963863,-0.0840405981127678,0.0264818231531028,-0.0805402365896431,-0.0255156565241137,1.12694172061889,-0.0423590760817719,0.0217214642567524,-0.0374353689047899,1.15164922335218,"1"
0.00936877378601165,0.0613587522990552,0.000172662824931208,0.083910685902977,0.00410725559607031,1.22105605186829,0.0479683789508632,0.0212138953101913,0.0432475580722709,1.17310221933211,"1"
-0.0102581444954856,-0.00465355253668894,-0.00471872679457593,-0.0702187824098404,-0.0378282738246776,1.21909957897416,-0.0484950639976053,0.026589184684898,-0.0661469444276798,1.13232203182144,"1"
-0.00766030314563637,-0.0207997667781951,0.0352634934907601,-0.0095017215682838,-0.0447085673367482,1.13997868244879,-0.0312846441205124,0.131499144701198,-0.0235446567195181,1.11639518640585,"1"
-0.00353721035046454,-0.0446730982392598,-0.0419653759475104,0.0127454700568084,-0.0771932598953844,1.17422615460011,-0.0169929691569389,0.0224660384658569,-0.0102816580882579,1.22271247148651,"1"
-0.13256969246481,-0.147010262703357,-0.0976528280423969,-0.0608224299565755,-0.19287359160566,1.25443278119691,-0.190208034030628,-0.0769937830443711,-0.140386634783049,1.32677713702095,"1"
-0.00139050705265986,-0.0211784995831402,0.051991509786612,-0.00157602881056933,-0.0207236555669965,1.19454529850873,-0.0391360416161437,0.0528597842113824,-0.0309014530676933,1.1267203876372,"1"
-0.00461447951575405,-0.0195854462224244,0.0126055181171199,-0.0115334248049395,-0.0573415709312172,1.0776509531942,-0.050019226319857,0.0479147130528439,-0.0745032026997504,1.09070212644408,"1"
0.0240055993343919,-0.0548822250540395,0.0358696523638327,-0.0415250138755295,-0.0288367373144695,1.17377309061707,-0.0532956674357811,0.0730067749475443,-0.0736196950178775,1.11414620229033,"1"
-0.0628456579169042,-0.100325360309719,0.0186089945591426,-0.142664650858893,-0.071251052935326,1.0980565804858,-0.050568952756208,0.0606022421034698,-0.0614107610670321,1.11030697923635,"1"
-0.053622991042274,-0.0679679420623127,0.012524835663044,-0.151708167579821,-0.119513283065992,1.13605146948476,-0.165597241096384,0.0256522646540632,-0.0824906139792008,1.128021354527,"1"
-0.0197730916483812,-0.0944395152467566,-0.00683833883898185,-0.0595842747868791,-0.0858946408693758,1.08126079076746,-0.118627596491915,-0.00915026021699296,-0.0923629591583645,1.0818721234719,"1"
-0.0777260037164684,-0.0741097027084919,-0.0402368615019346,-0.133057066005632,-0.114600050146479,1.22039040210674,-0.0630478926964271,-0.0708783861176685,-0.122171289099055,1.19256364539926,"1"
-0.102883008328357,-0.116682090681571,-0.0384454422746513,0.0271432954211644,-0.103938958580067,1.35516400259272,-0.0830694916074263,0.0634351689551073,-0.0500683745416704,1.21089077992939,"1"
0.00609624846021231,0.0240730670190975,0.139741640260517,0.0777684826097244,0.0868201523040492,1.20674626213551,0.083975961426266,0.141833857320981,0.069761205139911,1.1944873300486,"1"
-0.0120400752258406,-0.00844819872111949,0.0188926721715796,-0.040767040349102,-0.0424677024456567,1.22002792329523,-0.0228040859272242,0.0260436225321974,-0.0509227560697537,1.20403651574886,"1"
-0.0285935178414515,0.0124559096449007,0.0338087847007894,-0.0491747314888064,-0.0614060587711583,1.18662172105601,-0.0186346176538831,0.0292666283179676,-0.0127900222292778,1.15756838230333,"1"
-0.0332935768606509,-0.0222189007143541,-0.00800210862603143,-0.00546586793146868,-0.0515306282857247,1.12744692730572,-0.014270763239937,0.0238243317832444,-0.0132773584637305,1.06806248031734,"1"
0.00530606212854006,-0.0692535313169723,0.0180755699755047,-0.0698950693836778,-0.0773696300948415,1.04889298577444,-0.0811391835258604,0.0196488664869344,-0.0635607395952403,1.06437567135007,"1"
-0.0193362335968769,-0.0702860788024353,0.0142877397659461,-0.143821061327749,-0.0665125323979973,1.21524847013789,-0.159693786918829,0.00409644099455132,-0.0677890449751199,1.26840428875782,"1"
-0.00962513842614298,-0.0166653917985347,0.0536732319942818,-0.0221190274559095,-0.0326558997131492,1.24118301338509,-0.0269287902107839,0.075463330069143,-0.0200768880597436,1.20983504137994,"1"
-0.0611585926212234,-0.0259153576901042,-0.0121513288000516,-0.0763413109528251,-0.0506598230218412,1.20538171627284,-0.0522303317926612,0.0623561530032484,-0.0575099973949652,1.18575288393643,"1"
-0.0710059935620414,-0.0722028683334058,-0.0355371925610196,-0.0519511923330843,-0.0759184576812034,1.16467365480003,-0.0491225698792741,0.0382801856598675,-0.0829000966892189,1.18148348048005,"1"
-0.0121454301254259,-0.0506476783809588,-0.00755470444600764,-0.06866894583758,-0.0268519143719207,1.11303147364777,-0.0757232539951919,-0.0437978961938581,-0.0402364047361081,1.15265890669529,"1"
