"Alpha_P7","Theta_O1","Beta_P8","Alpha_C4","d-g_P8","Beta_C3","d-g_O2","Beta_P7","a-g_C4","Theta_C4","Gamma_P8","Clas"
-0.0376429873364931,-0.0165023939645955,0.00202289435962983,0.0556656381977316,1.25925319538791,-0.00812464022840372,1.2178548221515,-0.00239885062304807,1.16461678146878,0.0827999223893498,-0.0426630703683379,"1"
0.0616463153554219,0.0675780697729624,0.0668121484305539,0.141483527045674,1.11617546215897,0.035256733357121,1.12863775678301,0.00921354283184688,1.13457440562586,0.064914245892213,0.0444975462505205,"1"
-0.114538433037495,-0.0529569109450202,-0.0195301373874602,-0.0768586207026145,1.08985154758017,-0.0299904311199158,1.19745910032382,-0.0297143885219539,0.935453643447613,0.0189272191613178,0.0346215477265344,"1"
-0.058923619954305,-0.115027405164745,0.0130938594483548,0.0499204848043744,1.11121044606222,-0.00485830235540727,1.05395366076443,-0.0090224398869172,1.08190780193667,-0.00400070834575381,0.00906356277061116,"1"
0.0409458738448267,0.0962725498814408,0.00340637568422798,-0.0173921923182242,1.15147632781134,0.0530946389512922,1.18619181211732,0.0449535873170946,0.97773013816058,0.0846749092486077,0.0399769969458391,"1"
-0.0812487971091776,0.00649063680257687,0.0129583031538907,-0.070514394948189,1.1483162162816,-0.0640859345189028,1.09207330535561,-0.0579924496991088,0.968071396946297,-0.0861663034195534,0.0110817739278599,"1"
-0.0690120547947295,-0.113421772190941,0.00288504103901857,-0.0212579631773076,1.04024887971061,0.00824895339130826,1.15525287485361,-0.0287879301773973,1.01362126633899,0.00225861504121481,0.00666341947255755,"1"
-0.0147743395865278,-0.0947967031704063,-0.011070726461903,-0.041753764904712,0.997706254445521,-0.0395819277328335,1.05740159246029,-0.0195900114879485,1.00579346613719,0.00207506417691163,-0.0149441687418929,"1"
0.046089510607548,-0.0197171566658383,-0.0871180521905976,0.0179031216252625,1.22718444251058,-0.0607338939554491,1.24684264701642,-0.10369706444514,1.13649813474254,-0.0263847592977014,-0.0407872877123897,"1"
-0.0339680983339981,-0.0518965713431484,-0.0435960270866183,-0.0495418987529955,1.18988795121797,0.0154195987442219,1.18403213783031,0.0153300868541919,0.991957615467045,-0.0799195207400159,0.00327287395004875,"1"
-0.107993230818142,-0.0575664797152917,-0.0984649738023708,-0.0876349534102762,1.17061294396172,-0.0170813041460901,1.18658323746129,-0.0303975018670731,1.04746297679138,-0.047724318804177,-0.0756329559953772,"1"
-0.0888546810981866,-0.0470829190003307,-0.0364707846218191,-0.0489260305627668,1.16604973754757,-0.034312539371107,1.20174336286316,-0.0235876788436117,0.990983360795632,-0.0021908766464727,0.0225932594789276,"1"
-0.0388451783538644,-0.0435124982989499,0.0332234143048071,-0.0848157026920506,1.08101049047655,-0.0262319520046236,1.16528950834402,0.0157691472315273,0.974011012372285,-0.0586687545228875,0.0238080730953596,"1"
-0.0425588934003018,0.00665344501638287,0.0522184459198348,-0.01191438316863,1.17198089887723,-0.0286752574617001,1.17729141231515,-0.0693678500442314,1.04820563788647,-0.114396583143954,0.00927342701319859,"1"
-0.053496893825898,-0.0410777055402103,-0.0239532311320851,0.0255219854560383,1.11194955672711,0.003614739858209,1.15841239920439,-0.00997078282705202,1.08865326062314,-0.00624621780078053,0.00689986270909521,"1"
-0.0682966345175585,-0.165653928488391,-0.0640619060979756,-0.0764347333956318,1.0793589431132,-0.023650361598406,1.06653546354034,-0.0598502240061784,1.02912814930801,-0.0826899636172393,-0.0593519905218195,"1"
-0.0681006889514631,-0.0823499963452357,-0.0121461031770238,-0.0011122228063158,1.06425058973082,0.0154718316835827,1.01215677370917,-0.0296989601913367,1.05214892881685,-0.0207976025935843,0.00266232737162145,"1"
-0.0263048762728328,-0.120544195592012,-0.0731418717769649,-0.0997749022730287,1.11383808055092,-0.00873334487357002,1.16283072058116,-0.0581332895138591,0.980300412155905,-0.185552356243988,-0.0584344576699544,"1"
-0.04012872411906,-0.0793085396700287,-0.0388765114391064,-0.100885690038307,1.08578615268168,-0.0534046023182939,1.11293985614074,-0.0524694355115754,1.0126440538094,-0.110514377275243,-0.0275855249895531,"1"
0.077706428728125,0.0288514563026417,0.0062694209751199,-0.0668802563622085,1.0583870501776,0.0437287107123851,1.130774351255,0.0137885052871253,0.968968486628767,0.0701542647793767,0.0134546766408416,"1"
0.0431340345345192,-0.0318321632690357,-0.0475080304666073,0.0623648895943269,1.10259809178728,0.0492916963109923,1.15233441549242,0.00480436178709388,1.14286802210458,-0.0566171230897921,0.0168392808604092,"1"
-0.0399325661393834,-0.00808207352172003,-0.0180216118296766,-0.0311728391797833,1.0521861857309,0.0135258354257447,1.10616518077793,0.0247344018269606,1.03433528082891,0.0289262195555845,0.0244930533685201,"1"
0.0315932354374408,-0.0325520386266175,0.00941094366720814,0.0105622063597477,1.14562615843754,0.0376826094868782,1.07496443891377,0.0162142664978907,1.09042604169066,0.0323655574237464,-0.00489909769720246,"1"
0.0375657374958539,0.0646251551701069,0.0406000417806586,-0.0373586291456202,1.1224932180012,0.0150601109382299,1.2252289585601,-0.00709916673470505,1.02193942926586,0.0893926376043948,0.0526840001833895,"1"
-0.0259701848222041,-0.0454066759810862,-0.0335604346834362,-0.00328138264050981,1.13582218624487,-0.0102895211149413,1.14486421805599,-0.0114482684837853,1.04462298721678,-0.0119052790312073,-0.00135324470951031,"1"
0.0992276415782259,-0.0334709261312445,0.0114029991844407,-0.0862131537154432,1.17757810154972,0.0210923691664449,1.11586541955693,0.0677802296540042,1.01233327269405,-0.0532696830181765,-0.0262537579199628,"1"
-0.0152611336939431,-0.0641826797581916,-0.0614159893630801,0.0671698867996153,1.22129126613589,-0.0377781340953602,1.21938319641777,-0.0844779636685814,1.18047475950107,0.0714859728259613,-0.0486845180037858,"1"
-0.135091761976952,-0.0999613823178877,-0.0272545456444103,-0.0551577250507283,1.16726463242726,-0.187221867153648,1.17809822080631,-0.186758313080254,1.10827821428208,-0.10467466747255,-0.0152138886766167,"1"
0.0434209231121962,-0.0272327358728451,-0.0262876106001322,0.00811515869094589,1.13537925528093,-0.0271590188677015,1.20028008538336,-0.0333332513708202,1.0709455037265,0.000261213691668569,-0.0322438915260355,"1"
-0.0108708374981735,-0.0267406379831389,0.0178497492854676,0.0201298804017689,1.09394156967893,-0.021900902917464,1.06633772128975,-0.0525609160209032,1.07810880620011,-0.0398853775260926,0.0155325652697823,"1"
-0.0348901225251918,-0.0150818672438358,0.0104854164996829,-0.00531547550798458,1.11045786457522,-0.0201787888778922,1.08118740189792,-0.0116363136615627,1.08738828298609,0.0410187044020684,-0.00623771888404938,"1"
-0.0235359285894832,-0.0460609442693943,-0.0540648531778198,-0.0133070959274898,1.10956413053066,-0.0330884257677,1.15782459150915,-0.0384414619691432,1.06551214152491,-0.0456984859473072,-0.0188854433213594,"1"
-0.0608628223904539,0.00503609901437356,0.016848771894375,0.111483004591598,1.16361157250537,0.0543185665187272,1.14894484695584,-0.0219609879510956,1.08023673484739,0.0924073350199019,0.0517576388294439,"1"
-0.0632483478566008,0.00523656158023133,-0.0595570162734946,-0.0616558309891739,1.1436811188192,-0.0367583148166761,1.13634448309119,-0.019054189096846,1.01469719414762,0.0484149716066431,-0.0393408364116211,"1"
-0.082495673065766,-0.124944392322923,-0.123246261613323,-0.0175573385010521,1.2204202695709,-0.0653715964441023,1.13108697321204,-0.148033293132577,1.17000086942495,-0.009219535447185,-0.135578028984025,"1"
-0.044598305317799,-0.0897486091599581,-0.104785905316352,-0.0510193333135613,1.28596605223491,-0.060469971798547,1.31266098005783,-0.0906662960250362,1.13870344346978,-0.033745626581708,-0.0962807388147168,"1"
-0.133730926117939,-0.203132257642157,-0.183738246722055,-0.165013536257188,1.32450834646361,-0.111855253366547,1.19357113304271,-0.121718659111035,1.00996306831534,-0.0408587269492624,-0.214515430670258,"1"
-0.0656158110465021,-0.046491441322622,-0.00836122488819692,-0.0533510977497654,1.19408838847756,-0.0439757059420339,1.18793166222691,-0.0340677743862425,1.0037684261382,-0.0231658564128086,0.0072953220998718,"1"
-0.0304212816598927,-0.067105468026295,-0.03379464746355,0.0281419813091193,1.11300579275895,0.0223577601744066,1.17469003195419,-0.0149657988960253,1.10172326712604,0.0120942683188262,-0.00983509097724165,"1"
-0.0506545125224528,0.0171813676343858,0.0320638960361132,-0.0723535279526125,1.15402398842127,-0.0229227535606188,1.12396523096559,0.000454309557448747,0.959485589086166,0.0695822190931586,0.0154615619674592,"1"
-0.0702089801233125,0.00593032761262019,-0.0402462543983698,0.0152519845415662,1.18073899045472,-0.045939695127483,1.13806304373412,-0.0818645085855139,1.08058706073188,0.0318967905745456,-0.000875160517903245,"1"
-0.0738905579670554,-0.0368279149457513,-0.0388250767205838,-0.0205563447789364,1.15181861256454,-0.101489181746539,1.20468227271909,-0.0909869409283739,1.03807418177581,0.0309810393272609,-0.0787675059339821,"1"
-0.0505540474698825,-0.0259183137835285,-0.0321243941116182,-0.0965996855041115,1.12691106021073,-0.0601313294522676,1.09728737331956,-0.0136705876805163,0.990003094225468,-0.0722544520307744,-0.00992224846689058,"1"
-0.00948645728572154,0.0292749426629288,0.0195760437988411,0.0428255646591765,1.09257705874644,-0.0137035318051977,1.11555533197107,-0.037576097471649,1.08714424196401,0.0164355708358165,0.00505636531162183,"1"
0.0221054757153053,-0.127106951107824,-0.0293892023929904,-0.0517691717032227,1.00949209619825,-0.0249496144511958,1.0991114011254,0.00854178709564591,1.0080745656179,0.0147020089064352,-0.00533236657729,"1"
-0.0439890465917962,-0.0998287184011106,-0.02924646355602,-0.0044250743488769,1.14408034637965,-0.0389432805445458,1.13461483837651,-0.0182224117891282,1.09555726886162,-0.0819366566130009,-0.0213277301236328,"1"
-0.0306284022651062,-0.05391377195736,-0.0788283869565853,-0.0911913075765337,1.11953033693135,-0.0363101094268048,1.07638507764848,-0.0522927203218201,0.980375558112066,0.0079608571716076,-0.0314606216404074,"1"
0.00338071636245493,-0.118814482906856,-0.00770809024362216,0.0256448847926388,1.12258126864921,0.00266975915528505,1.15752116521438,0.0302720889092992,1.10476637630313,0.00626559991693447,-0.0280590142578053,"1"
-0.0428236106853508,-0.00219443301290724,0.023880544484837,-0.0170251367111583,1.12879297881718,0.000762216068487099,1.04850063739097,-0.0313815740549304,1.02596144896286,-0.0452509083675387,0.0136133714902494,"1"
0.0481999177659225,0.0239618642656121,0.0511729620592911,-0.062135811538484,1.13849689248922,-0.0227549850131392,1.15480344811355,0.024235941417081,1.00602357800734,-0.0648453308661095,0.0688385585686673,"1"
0.0370808768899832,-0.126454872135703,-0.0346435981491594,-0.0140972766083855,1.01686088266363,-0.0203704658601187,1.1860147445912,0.0488159783714266,1.09553519098442,-0.0415184899592736,-0.0363169404237887,"1"
0.0910194453297155,0.00561799987892567,-0.010054148374103,0.063535387801504,1.12073319524311,-0.011661845777937,1.11859598779773,0.0496210121639798,1.10507807795454,-0.0472203220348248,0.00517536380112688,"1"
0.0162434659810094,-0.0954686248366956,-0.141859675647645,-0.0061601416577187,1.21431223195437,-0.0343228793557051,1.16469290839074,-0.0114472027762978,1.18085943093103,-0.104067937062318,-0.160908655202151,"1"
-0.0574702697380911,-0.116451935807347,-0.0412919429739727,0.0078836269790332,1.19118740109817,-0.0713593069438537,1.15504442275874,-0.0299067973365613,1.07802373068914,-0.034585377909235,-0.0448650457430027,"1"
-0.0495698858941921,0.0837870830127317,0.00125693664559005,0.0233240179520855,1.13303960031421,-0.00359270833559618,1.14509464367831,-0.0197089680785672,1.09462817533194,0.0990039451942902,-0.0218786475406738,"1"
0.0483422161372698,0.0795743731276515,0.0827818111916192,0.0580691225796062,1.1444907534289,0.036016855757341,1.18217518357346,0.0237429190692766,1.10626811556515,0.0334307338710155,0.0352377961227042,"1"
-0.0271324155344034,-0.0228784840519592,0.00328666875586522,0.00630245739220202,1.23398066301284,-0.0338442164326714,1.2103004023404,0.00745446245888718,1.11570332821382,-0.0234659950332746,-0.0573504957602276,"1"
0.0819352766272997,-0.124853512645785,0.0117230779818722,0.0622591488473295,1.14704630931079,-0.00555557684613163,1.19661216893831,0.0483314492055582,1.09008446936793,0.0717177081511066,0.0248960288534545,"1"
-0.0222506044279018,-0.031021280469219,-0.0779146996631651,-0.0535962617714088,1.11984168703507,-0.0188781713383932,1.14042409236479,-0.0226196200737505,1.02578958784632,-0.0872912250309193,-0.0208193430258257,"1"
-0.091169831897341,0.0466000465869103,-0.0351141149388859,-0.00230328316571799,1.12403635119504,-0.00223541253232237,1.18843506823964,-0.0355992455129772,1.00460109020384,0.103479485970796,-0.025325750153364,"1"
-0.030627228876339,-0.0168951735782295,-0.0197430579817987,0.0935558559197993,1.16000821319102,0.010371797177726,1.20189219430627,-0.115923539848203,1.12498845304033,0.0699149282844077,-0.0448280882808124,"1"
-0.0179830982105227,-0.0111276092354515,-0.025006759469544,-0.0337305973543583,1.15780994006694,-0.0279696016069778,1.11916767714546,-0.0172059798166711,1.03266072903629,0.0555653476003464,-0.0255942225293372,"1"
-0.0480334063104912,-0.0160492663464763,-0.0837201780971296,-0.0572269643462559,1.21932515731577,-0.045880182270428,1.12882817538863,-0.0916759179533574,1.02805779551838,-0.0413150237402514,-0.0653140795454872,"1"
0.00554230087091971,0.00124912776766503,0.0079833771748339,-0.066066076336612,1.14932559646108,-0.043510800265201,1.22020903061853,-0.0017573604465315,1.00351823986316,-0.0261385771411298,0.0463880662943659,"1"
0.0631975610358205,0.0200373675924556,0.0439728806406584,-0.00106573381992994,1.07747325432248,0.0170323539901547,1.14774324822909,0.0642899487484295,1.07278808004612,-0.0476914432448344,0.0471343990314697,"1"
-0.0780424522158226,-0.0850399686740269,-0.0262250294920469,-0.064800036010381,1.11480732500546,-0.0165679834354858,1.13418049767757,-0.0572827340189414,1.03048313476664,-0.056824659580088,-0.0178743357045938,"1"
-0.0664229947737992,-0.097017790039198,-0.0127601635819353,0.010778825429941,1.01871278968144,0.0120101618854045,1.21869178218346,-0.0116877592097103,1.02752179405504,0.0211822550708419,-0.0176073078659269,"1"
0.0130681635124092,-0.105975610895021,0.0325328223173706,0.0519027032660368,1.06192035126783,-0.0248442755301242,1.15895883656374,0.0125435659472501,1.11621195145107,0.0860562648547913,0.0268503955959119,"1"
-0.0357237707024538,0.0505131279068826,-0.00799118232596491,0.0601596029149466,1.09377652260683,0.0682450797706698,1.10031225974133,-0.0460744404090256,1.11068176876344,0.121015922823325,0.00148028290241359,"1"
-0.0907905707213086,-0.137990374324544,-0.0577302629472859,0.00504413413705754,1.21082575522908,-0.0799755051940159,1.18885035048111,-0.0635546831194247,1.08553145763682,0.00768105765514731,-0.0368423416048965,"1"
