"Alpha_P7","Theta_O1","Beta_P8","Alpha_C4","d-g_P8","Beta_C3","d-g_O2","Beta_P7","a-g_C4","Theta_C4","Gamma_P8","Clas"
-0.0949040778131518,-0.0801440676050712,-0.109035675895489,0.00960738534586106,1.26351535464795,-0.0717298745268129,1.2638914536317,-0.079534798960735,1.14756139712841,-0.0453239085995755,-0.0889576548740559,"1"
0.0143062128101331,-0.101725919985596,-0.0580946162270031,0.0783303060864225,1.15444332083917,-0.0115622981855778,1.06691553104037,-0.0308126626600647,1.08747056407591,0.0950733037913754,-0.0371947576201258,"1"
0.00732259630047323,-0.0443905148608362,0.0534517869100926,0.00841954331115697,1.12058994169146,-0.0198646766786734,1.19735680969943,0.00906871986364987,1.03934978264337,-0.0169004197214358,0.0325030259744912,"1"
0.0157712064931234,0.00178186053776993,0.012818096755818,0.106723660779484,1.11602180844862,0.00312652808553626,1.17842012904316,-0.0329998463348321,1.16392996171139,0.0824218469485253,0.0115298353574519,"1"
-0.105099312391429,-0.0816323953362764,-0.0228110470147308,-0.101635131069687,1.12262941757908,-0.0638550369238918,1.1214152841319,-0.0574790989534007,1.00781167972211,-0.114924211846159,-0.0158750583376583,"1"
-0.115451089244764,-0.0432609802134623,-0.0462531251380133,-0.00245579155452869,1.14351915466639,-0.0100919679683707,1.07735283913739,-0.0430069381710626,1.05015258679501,0.074491685037186,-0.0346949544969781,"1"
0.0293981078663309,-0.000318249954020933,0.0229800258317735,0.0317125896599528,1.16346261074527,-0.00174914412587316,1.16710639627423,-0.00461051789913806,1.09243696794366,0.033533896594308,0.0390084884538792,"1"
0.0168131705785659,-0.0514262415882828,-0.0182110955603315,-0.0666596902595652,1.08891580005392,-0.0207624424984481,1.13993739683817,-0.0111358874887987,1.0272453854793,-0.0288960022816308,0.015219000282224,"1"
-0.052793107460495,-0.0464807688012863,-0.162237565878259,-0.0122493166596978,1.24606022855161,-0.0600150393290062,1.19172840260705,-0.0547377695126342,1.18320537193243,0.020374180015783,-0.127996201214777,"1"
-0.0563443614420459,-0.0358341764057955,0.00548171469697157,0.100549038415046,1.16153256908887,-0.0473525210217106,1.13034931300553,-0.0205879230513273,1.11614624591962,-0.015420596891758,0.031571115845691,"1"
-0.00278160502646405,-0.0174613247533627,-0.0306768371446842,-0.0204795356810952,1.12187885287363,0.0184221040417776,1.0859442371883,-0.047016084930746,1.03242943237722,-0.0140387776881078,-0.00130633385770029,"1"
-0.0019789053574294,0.000250789755514799,-0.00108091673384819,-0.0182719831327278,1.07329980945728,0.0167869925844902,1.06700762031645,-0.0014897037135601,1.03303717756308,0.0229017490090172,0.028879774455198,"1"
-0.0787835777885844,-0.0326126612848182,-0.0592443314687219,0.0143097818247008,1.10825561547053,7.30103954917601e-05,1.1660129867353,-0.0333875752140718,1.10658211538497,0.0446156827331107,-0.0383790032899208,"1"
0.0253192939631082,-0.049719319433432,-0.0876422190586715,-0.0264363916846984,1.17934244992253,0.0147200880437322,1.1638153582247,-0.0118715086796157,1.06424945388161,-0.0177975374546141,-0.0854545924904996,"1"
0.0150220677687003,0.0101167070863585,0.0277940841031965,0.0482242888097967,1.14060363058545,-0.0215024285073721,1.02150331347704,0.00747136217933082,1.11730061061736,0.0394210587379222,0.00353638654463815,"1"
-0.0996038140220809,-0.0358124407448529,0.0198062385851872,0.0362235115986798,1.17271337291,-0.0448040850741118,1.13401769557397,-0.0343787705831078,1.08600098047831,0.053550482300482,-0.0125012350951785,"1"
-0.0711852741611957,-0.0414585103889833,-0.0775421640186283,-0.0134641188608371,1.11271217617831,-0.00330207439005694,1.19125181844825,-0.0425442679821504,1.10259554200745,0.0287016296527853,-0.0840635016261005,"1"
-0.0850704080016566,-0.131200848649873,-0.125752629536995,-0.0238462299199554,1.16138975968557,-0.0601283301750142,1.333148926082,-0.10534332805103,1.09209733155883,-0.0433007741153841,-0.100311803224251,"1"
-0.0123171746896751,-0.034063621588903,-0.0258730468827774,-0.0254501181723608,1.14934368704022,-0.0123446530291857,1.21380168689145,-0.0305420670912143,1.02844651404461,0.0278711449932939,0.00388037116634283,"1"
0.0475341247630293,-0.0515038267573547,-0.0816278593277911,-0.000392542281354793,1.2216130539539,0.0265939384355647,1.20213663778225,-0.0263707318464735,1.07441990937884,0.0286216312933744,-0.121480825790435,"1"
-0.0995113517190587,-0.0766788458277921,-0.076711091550505,-0.0235173524217614,1.11792401632436,-0.0167227611259112,1.12021295103455,-0.0626901797785754,1.0465712678183,0.0427170634782955,-0.0547437697765906,"1"
0.0279912219866856,-0.0516789408203635,-0.0537400099379596,-0.000493772363841492,1.10101792505609,0.0204325346845679,1.08198123275935,0.00536539213041505,1.02739966685945,0.0874129756094927,-0.0128754240340186,"1"
-0.0562308962675565,-0.138043203609067,-0.0727712685577643,-0.0354097454818687,1.14379860792646,-0.0298708990393112,1.21189222490796,-0.0183625648676043,1.07410174201823,-0.020748037287972,-0.0813853546955436,"1"
-0.0569487992720107,-0.0508137796508269,-0.0575335437104351,-0.0321453738032603,1.06580854402209,-0.0468533552471318,1.10354765223003,-0.0513268078452989,1.03989803279648,-0.0151349364613384,-0.0424304227156497,"1"
-0.0626955385241421,-0.103293302562345,-0.0422564636748506,0.0192936060431049,1.11250387604798,-0.0875502504536635,1.08232481975764,-0.0902218916886516,1.07754654237924,0.0494740989213642,-0.0200075090009541,"1"
-0.0412273319532497,-0.0863017440801979,-0.0789510672907738,-0.0515353463515127,1.1344816261118,-0.0071071879865338,1.21391793434216,-0.0464048590146023,1.05499545987551,0.0459964181568613,-0.0577097222544048,"1"
-0.129808257329596,-0.199172418163719,-0.158798818009664,-0.0720497455565369,1.28266531242164,-0.0832779728017924,1.23541532783796,-0.169162952310872,1.1376075274628,-0.0981820243216473,-0.146058089630604,"1"
0.0600491146486423,-0.0724554254386518,0.0176153289270734,0.0383257293045619,1.08651459426504,0.0335095121611854,1.15091293667525,0.0331041406218753,1.08161973283721,0.00119617084286973,0.0487651925069324,"1"
-0.0593673217605164,-0.00752572574920199,-0.00461878163365973,0.0365409754555349,1.07168795950951,-0.0725937487737962,1.06678970143807,-0.0381830719124121,1.10834107205388,0.0246441032601288,-0.0233743283576068,"1"
0.00876672724141016,0.0348289072938897,0.0215011352080785,-0.0452283753386938,1.13753515571279,-0.0680130676106203,1.17393828146746,-0.0123935723425305,1.05634525135597,-0.102962393708177,-0.0222364035200395,"1"
-0.108120468134495,-0.0930005683897172,-0.0593671510359766,0.0565245459103648,1.09603632371069,-0.0510815119661388,1.10974761616165,-0.058756266044048,1.09803741247752,0.109941543006236,-0.0567803568995523,"1"
-0.0679506795583476,0.00111818281905089,-0.0640442686320053,-0.0164863489087663,1.1179252801194,-0.0191945185118364,1.15722968479838,-0.0553030004952762,1.04792901680443,0.0164475089891616,-0.0556861393789181,"1"
-0.0526346138862397,-0.0513108346023105,-0.0243575788944467,-0.0445468310961294,1.14236478198543,-0.0348056608341895,1.09898607811473,-0.0410960637554598,1.05861518103633,-0.00119103612812285,-0.0473577847446101,"1"
-0.0407691036543599,-0.112621194736444,-0.0712819877940315,-0.0363601693969477,1.13379514972054,-0.0395539521484895,1.18335663565115,-0.0857151986082726,1.05395051439317,-0.0440173086009612,-0.0541309868182231,"1"
-0.0505880129530826,-0.00911487478498902,-0.0743615398783706,-0.0462530472144485,1.21274718740389,-0.0630333200672632,1.10330173295917,-0.0195406523311533,1.05828998581682,-0.0270967534857196,-0.0279564905513816,"1"
-0.0577920572587078,-0.078901713885238,-0.0673718785433074,0.0307561697833289,1.18107522618383,-0.0924832874752605,1.20972256534031,-0.0636879894058535,1.13412488531844,0.0101273585437981,-0.0776591273564959,"1"
-0.054690493315932,-0.104234234893456,-0.0624394648119151,0.0487911507295772,1.18459351400315,-0.0774554011265766,1.20405517407966,-0.10429567963569,1.17244456766049,0.0398795955394807,-0.0184762358316057,"1"
-0.121928488201307,-0.061190776048487,-0.0376736012516981,-0.0564017521715197,1.10327510320629,-0.0428243646771326,1.21941322641068,-0.0569167979694135,0.965704916939531,-0.00811479123246399,-0.0199162214977953,"1"
0.0470966889484155,0.00320352240563145,-0.0668394585768208,0.0725286477609646,1.13622623130134,-0.0163550775516621,1.15148179084428,-0.0268487366690717,1.14504047986647,0.0388085276771393,-0.0553431813898502,"1"
0.0206920818897889,-0.0695178341117047,-0.0298215272003027,-0.00664532485774911,1.1272362762162,-0.0158455143881822,1.05803158776568,-0.041379746180646,1.10069335840554,0.0115500475416518,-0.0297400700681138,"1"
-0.0369283676938017,-0.070796898049126,-0.039714247355031,-0.0476095803261929,1.04923028874601,-0.0107783253126425,1.11824458290787,-0.0264976330625991,1.03121136851556,-0.00204955346903398,-0.0318201618350812,"1"
-0.0242459400971931,0.00770916518796159,0.0178680921381451,0.00680969107972336,1.1385463672363,-0.0250318633543445,1.24855021848715,-0.0213846442111912,1.05605008836953,-0.0744938496385132,-0.0278916327374274,"1"
-0.00654822997544802,-0.0784820670891305,-0.0309282783594805,-0.0189757944360827,1.10646774262696,-0.0712744231567287,1.14945992786875,-0.0424331593479903,1.10572430525591,-0.0415643881468574,-0.0294341124323481,"1"
-0.0749052700786103,-0.0189846930823054,-0.0827358215859,0.0182109349151344,1.06911741169196,-0.0473172911969838,1.09538302801617,-0.0551814151978529,1.10426429406337,0.00533316017974223,-0.0419988730963153,"1"
0.021944874298592,0.0127189735621807,-0.0188304913549853,0.0266651078921446,1.17251265807517,-0.0699144413535156,1.19557820321674,-0.0199025220564472,1.12337174577859,0.0327565753787634,-0.00407526380839161,"1"
-0.107809512600204,-0.0968810686248758,-0.121602454250792,-0.037429168626381,1.18625826606231,-0.108167818256505,1.24289041525821,-0.111685588820763,1.20487245216506,-0.0687020520079081,-0.0773587411916774,"1"
0.00158703124812919,-0.00225445980112219,-0.0122011746706783,-0.00592244704891361,1.12066638629044,0.0161987514430037,1.21648391862873,-0.00368979262517555,1.02061943573345,0.00887154847641223,0.0259409631778066,"1"
-0.0914480677011286,-0.140810753354002,-0.0283434612251279,0.100570860254494,1.04244299986006,-0.039669729205584,1.17567781010355,-0.0462629423752198,1.18370278487694,-0.025768304270419,-0.062339793888233,"1"
-0.082755421377321,-0.011130085280978,-0.0212706724307089,0.0279155698428867,1.0413067623961,-0.0483423883436521,1.13255465510542,-0.0422069240742858,1.17869979540521,0.0407202296248317,0.0123529794165743,"1"
-0.0614339269997091,-0.0805402365896431,-0.0423590760817719,0.015153400574671,1.15164922335218,-0.0280052561338879,1.12694172061889,-0.0840405981127678,1.11287072503736,0.0217214642567524,-0.0212786267195856,"1"
0.0432001263940494,0.083910685902977,0.0479683789508632,-0.0475165991460227,1.17310221933211,-0.00969725302415805,1.22105605186829,0.0613587522990552,0.997324262002924,0.0212138953101913,-0.00348694364731238,"1"
-0.010393906781073,-0.0702187824098404,-0.0484950639976053,0.0748563925465709,1.13232203182144,-0.0127404037580306,1.21909957897416,-0.00465355253668894,1.15950153980405,0.026589184684898,-0.0355021043859629,"1"
-0.0663708945946438,-0.0095017215682838,-0.0312846441205124,0.0830810803565877,1.11639518640585,-0.00513710019573427,1.13997868244879,-0.0207997667781951,1.14857149519144,0.131499144701198,-0.0176542076351211,"1"
-0.0170772301232683,0.0127454700568084,-0.0169929691569389,0.0628514560072744,1.22271247148651,0.028692873622365,1.17422615460011,-0.0446730982392598,1.16155498031054,0.0224660384658569,-0.0314902107775656,"1"
-0.122889093964208,-0.0608224299565755,-0.190208034030628,-0.126806839324171,1.32677713702095,-0.0833492850372034,1.25443278119691,-0.147010262703357,1.08681498432563,-0.0769937830443711,-0.191352261530275,"1"
0.0141307046129885,-0.00157602881056933,-0.0391360416161437,0.0101523067944265,1.1267203876372,-0.0273703724678839,1.19454529850873,-0.0211784995831402,1.05008683497997,0.0528597842113824,0.00492485175870375,"1"
0.00192515500001162,-0.0115334248049395,-0.050019226319857,0.0356779006512481,1.09070212644408,0.00268362622401536,1.0776509531942,-0.0195854462224244,1.07786077242653,0.0479147130528439,-0.0250389735749264,"1"
-0.053594185759892,-0.0415250138755295,-0.0532956674357811,0.0673035776087076,1.11414620229033,0.0250547174499707,1.17377309061707,-0.0548822250540395,1.13330076655568,0.0730067749475443,-0.0395748610562697,"1"
-0.0722153695055281,-0.142664650858893,-0.050568952756208,0.00384692915056833,1.11030697923635,-0.0791654116122977,1.0980565804858,-0.100325360309719,1.09888158927934,0.0606022421034698,-0.0526630932812438,"1"
-0.116280693812271,-0.151708167579821,-0.165597241096384,0.00247954245829579,1.128021354527,-0.0609569279177392,1.13605146948476,-0.0679679420623127,1.09036320680076,0.0256522646540632,-0.109448503225675,"1"
-0.0381005472507458,-0.0595842747868791,-0.118627596491915,0.0150053287437238,1.0818721234719,-0.020677352416087,1.08126079076746,-0.0944395152467566,1.11423307073124,-0.00915026021699296,-0.0693494374215387,"1"
-0.0809549031152069,-0.133057066005632,-0.0630478926964271,-0.0399594379074619,1.19256364539926,-0.08437343994021,1.22039040210674,-0.0741097027084919,1.05598367160719,-0.0708783861176685,-0.0932082690270163,"1"
